file_id,talker_id,f0,f1,f2
m37ae,m37,131.0570753309584,608.3575219448122,1742.2763664728902
m38ae,m38,132.18551904322075,565.9000849286864,2079.183858338437
m39ae,m39,150.61959343082685,600.5795166692521,2022.419477679293
m40ae,m40,140.1873315513582,608.9823716924371,1915.2899173346057
m41ae,m41,139.25246058332962,574.782145972445,1767.0237056578017
m42ae,m42,127.79216158046238,612.6047888478588,1869.387006847204
m44ae,m44,98.53000902711985,590.7429915010134,1888.694081720388
m45ae,m45,179.6897109030705,642.0083487540412,2359.4973737146656
m47ae,m47,128.0437826190945,524.8197708945496,1768.035760063402
m48ae,m48,119.55663881843768,594.2459222328301,1839.5038925009192
m49ae,m49,124.3565177796151,615.8770296196724,1951.145915003813
m50ae,m50,115.41642894882476,573.2901024391256,2026.285932321293
w01ae,w01,224.9454925612509,685.3063169809583,2136.9730341708946
w02ae,w02,217.5622075811387,649.602685861118,2453.833596353977
w03ae,w03,197.5096179274732,704.7223039270285,2395.725887610499
w04ae,w04,236.79154924757023,768.1801571126732,2094.90360716188
w05ae,w05,226.78283548829916,616.8233095346294,1205.328337195701
w06ae,w06,225.8975393000204,647.8682999608301,2241.761021879872
w07ae,w07,178.58557404978012,716.2687339577716,2247.006190799603
w08ae,w08,238.69048365316684,648.624229290801,2503.0789116455267
w09ae,w09,246.692324963558,690.0450879032401,1317.2672750074048
w10ae,w10,229.6179431941288,621.3262172193732,2236.407628259943
w11ae,w11,190.37670130855489,857.4004992319177,1775.564602651439
w12ae,w12,230.24856763633272,686.2537092745239,2452.830962241236
w13ae,w13,239.17220400675575,657.7706943941222,2260.6405818989256
w14ae,w14,214.3052855532707,736.7816323407101,2372.161474190344
w15ae,w15,228.5593668593509,633.8182015292625,2256.5367347040783
w16ae,w16,206.6493675644704,704.1533816450956,2450.185908265864
w17ae,w17,216.2236522025532,669.1184384739972,2152.872668505209
w19ae,w19,236.25889332827296,718.4323779011637,1956.4635357241536
w20ae,w20,190.27299293767564,635.904626567312,2327.0054136462427
w21ae,w21,221.0212465912189,632.6457660483168,2089.830402854692
w22ae,w22,186.7252166887961,601.3618610951493,2407.325524966791
w23ae,w23,216.76491732900053,686.5642905051599,2289.826151465843
w24ae,w24,247.9842624124393,741.7915334055313,2259.815101516592
w25ae,w25,221.5892636984069,681.4960323445075,1098.9317089451129
w26ae,w26,179.50390695031976,752.289153752121,1944.241853833652
w27ae,w27,254.95048768257527,742.0729402765256,2395.9820315878424
w28ae,w28,227.27919976278,660.3486736199468,2248.8938718385184
w29ae,w29,245.39654840471863,702.2059355852888,1611.4006255542306
w30ae,w30,237.8702564693719,737.8747419915097,2360.8002930431485
w31ae,w31,206.63904176219003,690.0572291897051,2135.8558789877065
w32ae,w32,210.32271520031395,656.4831822465128,2227.46774100838
w33ae,w33,235.4316404082532,717.8011834474983,1486.4656646066103
w34ae,w34,223.3647163704688,610.9347425046856,2553.4090490534186
w35ae,w35,213.24206487616397,679.5110997480792,2321.791625249149
w36ae,w36,202.05016203033765,748.7663963751198,2370.946770325153
w37ae,w37,191.03716609111893,854.0676019329813,1701.5643486706542
w38ae,w38,223.90268664613055,674.7044442506397,2254.812728798338
w39ae,w39,194.1474897822381,589.6208591878606,2374.295471054302
w40ae,w40,197.52183599382252,714.5144596116967,2350.486764459064
w41ae,w41,216.1777667385561,637.6106542756627,2611.713905241266
w42ae,w42,227.0369234710632,564.3526699273748,2024.182941180907
w44ae,w44,230.3044246154591,690.1660878678846,2190.239532490497
w45ae,w45,208.81535324716563,672.1781841541837,2119.938353170592
w46ae,w46,156.40958057062863,650.2998339633306,2184.5306940052646
w47ae,w47,212.7738969573571,837.2583528828377,2053.6026657554576
w48ae,w48,214.92326488784624,627.1838671865552,2269.5601453508043
w49ae,w49,209.03491960961483,736.6108627043415,2362.440089249279
w50ae,w50,210.20964609747645,756.1934255772018,2170.9756240156016
b01ae,b01,240.3040804447473,637.2113558502765,2461.4797344862227
b02ae,b02,282.9392856872781,825.5127306215932,2489.8228913709218
b03ae,b03,214.77792452708383,619.4831934495122,2771.826540674128
b04ae,b04,241.4897017358526,706.2443044935138,2669.4278056919907
b05ae,b05,204.44000830221609,717.2955168053103,2654.874592520655
b07ae,b07,265.73343315834614,779.3161917719442,2229.4673729883666
b08ae,b08,215.1955655889198,841.8775054477029,2523.7260378924125
b09ae,b09,219.9632435789822,682.4031562453279,2630.001502678745
b10ae,b10,205.5119483346517,668.2086995012796,2624.802432701767
b11ae,b11,208.00064013046463,653.6991134264827,2563.3145358564875
b12ae,b12,250.06123738243397,726.4675391883917,2532.809672583536
b13ae,b13,218.5755314974472,727.898566055263,2621.2234662311184
b14ae,b14,201.57196917212264,685.8553856047927,2561.88218798434
b15ae,b15,277.7480156690213,604.3310671932867,2640.318333290233
b16ae,b16,192.93594230738324,752.9630384306802,2258.020779287193
b17ae,b17,247.8735714520877,712.1851473361567,2347.1725725929064
b18ae,b18,254.11995143777327,725.8559812716123,2472.599528681158
b19ae,b19,215.55603334196888,715.8403825196343,2718.042284329627
b21ae,b21,211.0097696002898,757.7251374697336,2428.380157270539
b22ae,b22,228.07994948572815,664.7776683209524,2542.798554043909
b23ae,b23,266.90552660563003,789.3726085076825,2648.510819966738
b24ae,b24,208.95302889865516,549.3050595401292,2706.4160046776124
b25ae,b25,323.10646982641003,633.9751714736527,2471.465966076168
b26ae,b26,220.82074792479,635.8725154506676,2575.45621850596
b27ae,b27,211.222834554072,647.8396945734377,2582.079597194813
b28ae,b28,227.95139875072607,675.3099230299607,2467.698381314057
b29ae,b29,221.63789458294704,821.8986292715994,2451.577535422284
g01ae,g01,245.56497456205497,722.3714566981173,2424.94655498166
g02ae,g02,243.0156299264737,695.534608582764,2876.3737412617343
g04ae,g04,255.1043776403552,912.5077776326748,2513.46320467149
g05ae,g05,226.57098718488936,673.854435877728,2635.4345829696017
g06ae,g06,221.6083816276974,776.417226434858,2422.85560494095
g07ae,g07,240.88074390422676,702.3752956083844,2375.9101728787955
g08ae,g08,263.8873779487338,685.7171363778214,2801.268771459519
g09ae,g09,263.2818406434822,760.3667083420313,2370.0293427657302
g10ae,g10,243.33878739380344,921.1559949404008,2610.536608329948
g11ae,g11,234.5450439230929,689.5224545521415,2453.9602609335143
g12ae,g12,255.6521354496972,763.0346588826923,2552.4151280793394
g13ae,g13,251.96301840980212,749.2831405336792,2519.255976030081
g14ae,g14,194.41580037120823,711.827948372346,2365.734526082844
g15ae,g15,228.52616776071196,902.2098328340596,2566.4255033435825
g17ae,g17,223.3431890200848,722.7483263138892,2484.536162399077
g18ae,g18,219.6371435046733,591.3926663317807,2644.7634969619694
g19ae,g19,255.69555762217632,713.4316291683741,2720.29310409592
g20ae,g20,230.52264523138928,754.0572996369912,2718.7633213365
g21ae,g21,233.28748052667305,649.4724556070387,2859.6388482044435
m01ah,m01,159.782222557613,780.5715128519798,1277.2770490018113
m02ah,m02,103.4222446134946,761.7970298505384,1168.142753231193
m03ah,m03,98.37273033355866,741.5081566692292,1142.524934871782
m04ah,m04,126.78006849713888,815.8263849902207,1221.025638153107
m06ah,m06,113.93719876945144,871.2165532570896,1269.8592704417565
m07ah,m07,99.1828869662213,748.616537772294,1311.0534463140837
m08ah,m08,115.99213023950338,742.9078326222342,1309.8873176808218
m09ah,m09,119.89795417062034,754.6452795134334,1425.470276330643
m10ah,m10,153.34875228994252,787.0076247921547,1278.4820926774153
m11ah,m11,144.57428085043594,808.9039891542639,1409.980655592418
m13ah,m13,105.0772434010083,810.2743302353831,1435.3782155985837
m14ah,m14,100.04327875596849,733.7110571166194,1333.4801804056085
m16ah,m16,146.71672043463298,669.8065007108584,1219.1404350066218
m17ah,m17,136.77761980960778,661.3943040471503,1034.1850507738225
m18ah,m18,135.98549047409955,713.7195717009542,1275.7958894843605
m19ah,m19,148.9959168791896,790.9469768263292,1353.7414660528457
m20ah,m20,133.0755817359429,746.6628403916825,1499.3382246000087
m21ah,m21,117.9314652835006,776.93507445633,1387.0746128054466
m22ah,m22,117.3686637773662,803.1466948077943,1394.0757875398854
m23ah,m23,106.55599967773124,793.5729702939509,1326.1416002668009
m24ah,m24,128.536415589484,800.6851995449033,1262.683874379204
m25ah,m25,113.51033865620413,677.7448332853008,1236.7207938661636
m26ah,m26,122.24607488189216,702.1509679333076,1370.10329837863
m27ah,m27,106.45445507671296,722.1593947617913,1398.830828537528
m28ah,m28,174.59086417966816,785.9358316019378,1148.9140553437185
m29ah,m29,122.7076172052005,831.5289021359043,1425.5326604608722
m30ah,m30,100.74046175990544,681.0280399712177,1332.0162178322578
m31ah,m31,158.5445797738202,711.036442787526,1434.4947860055777
m32ah,m32,146.76693704241853,722.0391859921141,1290.6188856414192
m33ah,m33,131.36360080111444,814.4454514879669,1379.1890440859345
m34ah,m34,114.06036183220642,707.9402654514746,1354.091423605901
m35ah,m35,111.14564593466946,743.7427811649197,1279.7727740702285
m36ah,m36,115.8873487841714,731.013806595503,1395.7880978473502
m37ah,m37,129.53375511608277,708.813027741515,1344.7045102903269
m38ah,m38,147.00680239212184,691.9026800245489,1306.9765968891109
m39ah,m39,138.9709883244738,914.8463492389526,1401.1981112558287
m40ah,m40,122.36184500285144,744.5099634272699,1361.1552335951474
m41ah,m41,137.491267610994,704.526194908502,1343.0276993093971
m42ah,m42,139.93948801006042,812.9074203497589,1322.535192946902
m44ah,m44,97.2843734578461,804.4175775850598,1321.588748484954
m45ah,m45,179.17740052343592,846.2889217740966,1288.6255790209636
m47ah,m47,120.2624345654568,672.1910114997838,1203.7777800680572
m48ah,m48,120.6569778426305,692.0748216163176,1326.651210995787
m49ah,m49,126.48324823207156,790.3721370451975,1315.2907841858157
m50ah,m50,108.00248574055324,693.2113558237517,1454.683415149642
w01ah,w01,215.06124181050612,968.3372592982304,1422.794450034864
w02ah,w02,210.33375157152025,902.8253840692512,1703.277498180344
w03ah,w03,200.63772972049117,1007.8203392856856,1597.4428519184758
w04ah,w04,215.8555654668685,815.9683611308579,1494.5268595946002
w05ah,w05,229.59810991902447,911.2277445376844,1456.440607403171
w06ah,w06,211.94708557721196,818.4701131531821,1437.139774451285
w07ah,w07,176.47953044454783,904.7471654197668,1222.0412100887463
w08ah,w08,242.9600508208584,848.957380369367,1721.6055526511177
w09ah,w09,238.6820080788717,919.4837255347632,1493.9756477849303
w10ah,w10,224.5851865705948,866.3611828519225,1525.7437669600974
w11ah,w11,194.31471244273183,905.5112889803836,1454.4355100381645
w12ah,w12,222.7320756520137,919.638044946139,1698.803468138646
w13ah,w13,227.37933795976969,903.2694098699866,1535.25946930579
w14ah,w14,211.10209041790867,909.4043011349496,1516.5644756411575
w15ah,w15,226.7336389659409,921.9552665499576,1620.9586273530929
w16ah,w16,193.3539615112996,997.444480145694,1735.645840409648
w17ah,w17,205.9778404459241,934.777350413859,1641.4812014167906
w19ah,w19,240.29462943800672,930.7855693356458,1654.6709072183164
w20ah,w20,195.37005726079929,802.2546417563516,1342.2838338903418
w21ah,w21,215.6864395041236,773.234970801249,1478.0283610577987
w22ah,w22,177.36283908071923,985.8457297641648,1495.646646443233
w23ah,w23,208.6013147044368,913.0290291462838,1570.4375675980673
w24ah,w24,260.4185710648842,1048.6029204411475,1686.4414473710526
w25ah,w25,216.0257202315198,926.2365945436818,1323.996891942738
w26ah,w26,175.77328920543016,822.2772869424006,1419.7669203813546
w27ah,w27,251.73365258151543,886.9357912043686,1754.3191830751955
w28ah,w28,233.54416458152127,888.9896286952338,1586.8079100201453
w29ah,w29,249.8429927850409,936.4591781782804,1453.7550347598958
w30ah,w30,232.470816911564,952.8288602310791,1629.9778756556827
w31ah,w31,198.50217318773173,878.3217481665794,1608.3851030466308
w32ah,w32,214.88409646497024,706.6227589994462,1374.008678153552
w33ah,w33,242.55854845484805,961.5905107758632,1231.4642453415304
w34ah,w34,208.5760188259614,965.6464973343992,1583.0428461057709
w35ah,w35,201.03977287429288,994.2563710531788,1514.4596947633515
w36ah,w36,207.73872929439105,938.0180470908784,1640.8472992820778
w37ah,w37,175.15619761592572,829.6588910516688,1329.2749856658622
w38ah,w38,216.14755920117943,977.3979013339876,1670.4081409837654
w39ah,w39,212.6607679094409,934.834850213692,1400.3923579489592
w40ah,w40,198.1925356152804,802.8097352978513,1426.800867165568
w41ah,w41,202.94937833407784,913.7680006325916,1564.8122997457465
w42ah,w42,227.49799436124704,876.7535950677734,1582.3138297355936
w44ah,w44,213.941350501929,926.712596974724,1539.8121805316066
w45ah,w45,196.80624977545096,924.4264926048824,1430.1652835333362
w46ah,w46,148.1851747774221,942.7504583928086,1539.1013449959823
w47ah,w47,207.4521777304193,964.4273902180496,1542.4617383793225
w48ah,w48,218.91471254135897,812.2610738230023,1504.598789701486
w49ah,w49,221.14216765172552,983.7138696437944,1163.52586016286
w50ah,w50,236.200178306446,876.9581058876929,1427.3784860991211
b01ah,b01,239.3028391533115,953.5278602027672,1759.7411533513737
b02ah,b02,272.7004359012197,1042.1296409467304,1707.2960535323502
b03ah,b03,215.75121509699076,1225.4721866835575,1830.4596680041875
b04ah,b04,246.97608766665,1051.6429086367905,2043.686270490619
b05ah,b05,227.74792989930503,1066.888585000301,1991.7308855955496
b07ah,b07,303.9929303610768,968.0848349745404,1706.6823111895314
b08ah,b08,184.2662707352821,1013.1801775975672,2369.674300840478
b09ah,b09,233.9088648550893,990.36494014993,1591.4280787165994
b10ah,b10,207.23652331055615,1183.054828925276,1898.656391068815
b11ah,b11,201.48403548806436,901.7185248931124,1666.064491569985
b12ah,b12,259.2421734846669,983.8536592274132,1886.256899098656
b13ah,b13,210.9258797139797,1045.7760619514786,1765.210279906743
b14ah,b14,200.8420092030293,997.0068948353334,1571.6889096270706
b15ah,b15,285.5399296599403,881.1519731147469,1979.4546444653504
b16ah,b16,186.4565654958447,898.1004745181691,1684.000939328164
b17ah,b17,245.11804940277605,978.2000775740494,1642.3786229862176
b18ah,b18,255.7811309995062,1079.0003580431253,1759.8974521490522
b19ah,b19,225.0274769851052,959.0206942757156,2051.0554141124253
b21ah,b21,225.0833995293054,1151.3126099606172,2083.813674387697
b22ah,b22,262.98208850300404,1208.7606794373223,1831.2913837938236
b23ah,b23,279.0942898024901,1133.9976135141026,1691.522818052279
b24ah,b24,228.12453027738252,1122.8308759984288,1571.24105499204
b25ah,b25,222.81253229364307,921.7542077107246,2188.434366296606
b26ah,b26,210.5724154268986,813.5632923093624,1491.4651973936964
b27ah,b27,224.31094266945007,1293.0962123607935,1794.3067062446198
b28ah,b28,221.6045404224168,1089.2717422401877,2142.081862116433
b29ah,b29,231.4996279877846,1112.8248500021664,2178.44890367885
g01ah,g01,238.29302185959887,1099.0354003597215,1946.343223285185
g02ah,g02,216.3073695643185,1070.4800409837355,1868.1082913326168
g04ah,g04,250.1132395065628,997.8393329687016,1755.8321633277358
g05ah,g05,206.46438535232,984.2762946009154,1862.9894084588984
g06ah,g06,225.3141348541856,1035.992267494548,1541.9646921845529
g07ah,g07,227.42631980348463,868.2070719725202,1830.5258037865813
g08ah,g08,250.08114195389743,942.4226624998064,1864.3044194141944
g09ah,g09,247.82078936923415,1168.7404206305712,1698.6224875099963
g10ah,g10,227.34840976147495,957.8113181407396,1854.4679482874265
g11ah,g11,241.10933710898803,1117.26259344535,1540.0970782836157
g12ah,g12,205.02255757797215,1031.3108154211093,1835.8958841493209
g13ah,g13,248.46932775495728,921.5909920009856,1772.7751700675324
g14ah,g14,191.2692476163211,927.4903827964736,1434.4509023723983
g15ah,g15,235.56324578701188,1547.9806130808483,1879.0020885495428
g17ah,g17,247.8144208629732,1072.0468845187477,1739.6597984253194
g18ah,g18,215.0083381028856,927.7322862744072,1879.6637061210347
g19ah,g19,235.3861072565361,1062.1750180894226,2083.5098027686386
g20ah,g20,239.6295411280024,979.1833895336264,1490.6778794183783
g21ah,g21,215.4977300196201,948.7238117619372,1553.916056662552
m01aw,m01,173.99738856180008,674.177327474255,1020.6490290812154
m02aw,m02,105.30041105231663,629.8695907629082,898.0637981219959
m03aw,m03,92.5002640833667,651.9845142768332,949.6868638522592
m04aw,m04,130.16731048713658,669.2672113978908,979.2643924189762
m06aw,m06,119.00853040864015,783.4081198216319,964.8559234288152
m07aw,m07,95.43956113798046,650.431237784899,973.3364314879524
m08aw,m08,119.93944990487776,650.1300082503749,1072.62868658557
m09aw,m09,120.86315307146296,619.6073415416057,1067.491786850861
m10aw,m10,149.97081804094032,647.1857886800184,962.8250129982872
m11aw,m11,159.45127456881937,703.7016267884025,1125.6410708826295
m13aw,m13,103.6404463030982,651.0880442923414,1017.6612855595567
m14aw,m14,107.31045776356478,657.3001366071452,1037.1921355047375
m16aw,m16,142.29867134986702,632.8672602277277,1086.976898727865
m17aw,m17,144.17320786672582,633.7342342892166,973.9893695387572
m18aw,m18,144.71986834326395,650.9823961628052,988.3716768986808
m19aw,m19,154.37062131007332,652.6243748807722,1033.310279242185
m20aw,m20,137.34629491213894,692.2838608570092,1100.5209714515754
m21aw,m21,106.07059026361962,642.2767405911874,1049.196824321626
m22aw,m22,119.533030788008,703.110577739168,1152.1795411403807
m23aw,m23,109.32132797413264,676.0164025694411,1004.0982875593274
m24aw,m24,126.5687430976509,688.8639124102642,1103.7409559035066
m25aw,m25,107.56400111749323,602.9413183044752,962.5944426563988
m26aw,m26,111.64827700784512,648.2388295912915,1040.908924065925
m27aw,m27,101.95583707870078,667.1099096691069,1053.694514214954
m28aw,m28,122.22742075954623,646.9767748784072,1032.3468575213085
m29aw,m29,118.65992974857365,706.4776646208721,1076.1222389084555
m30aw,m30,91.47186598836352,618.6375768460435,1048.6601449855789
m31aw,m31,153.7506281731024,631.524474727499,1108.0234604167829
m32aw,m32,143.21282559497607,623.7449722662543,994.4454479868036
m33aw,m33,132.11527423896106,648.6184355421569,1054.1343272167903
m34aw,m34,113.92461460077304,615.9730929898387,1004.6077288904636
m35aw,m35,107.59715679518044,657.9550377951366,1069.544006777141
m36aw,m36,113.9757805696305,655.3202264115898,1079.0353846681714
m37aw,m37,130.20023058494598,603.0212626990493,991.273435920895
m38aw,m38,142.52212336710429,635.1635678555449,1098.8247778149423
m39aw,m39,124.3110148938328,657.8968220632984,952.2512894035966
m40aw,m40,133.0226010441124,628.0782265343812,1135.0508914585594
m41aw,m41,133.54525277782886,685.4995847972135,1086.4355622109626
m42aw,m42,124.03761650698284,662.374543411916,1005.2622834112472
m44aw,m44,99.1338114824184,680.0069533087483,1023.9611041022
m45aw,m45,183.10959054470132,699.5980080799051,1051.963433289219
m47aw,m47,119.99256528295386,598.2559809168795,1011.1293446680664
m48aw,m48,117.77974123200184,606.6407573090203,1072.8087829660883
m49aw,m49,121.91029896552809,646.9081117882805,945.6031725011486
m50aw,m50,108.04609326115,671.5511952837201,1148.6428613162138
w01aw,w01,219.2017973647457,784.0857221877344,1190.999860573915
w02aw,w02,213.75076172682256,772.7149222784685,1273.5285633884946
w03aw,w03,144.5027604093147,775.7097986330002,1080.262834532586
w04aw,w04,205.62520971097368,779.5230324498344,1266.3401017666897
w05aw,w05,229.687942583616,857.2637149803131,1320.5388318614034
w06aw,w06,215.050216132072,799.9499201648488,1258.0468299771828
w07aw,w07,175.6438081189362,773.2641042917614,1118.7448029508903
w08aw,w08,242.18971487858332,838.0593894956787,1446.1966425741523
w09aw,w09,239.3114048347532,833.3346883622925,1110.6801433591563
w10aw,w10,223.80023416036732,780.7851398375087,1219.3710496286983
w11aw,w11,203.14367895942817,732.0944979489652,1121.1935269895569
w12aw,w12,226.6507730142068,819.4929118904328,1251.6214769252758
w13aw,w13,232.78460973468168,730.6838322588943,1201.356106186347
w14aw,w14,224.88502674431635,735.1989503820647,1116.9532991881265
w15aw,w15,241.2741547116007,765.9887891711834,1202.5514406474751
w16aw,w16,201.4808816069332,887.8183771074987,1242.5186936608236
w17aw,w17,211.18138440207795,783.0065250466381,1183.3694115907908
w19aw,w19,242.0429094228685,805.7638621341357,1189.762949661759
w20aw,w20,190.24496543568523,703.2215239612391,1135.734584796656
w21aw,w21,225.8143452257609,714.4288893194296,1179.3729866886156
w22aw,w22,190.62890909673607,741.1602915511256,1140.7657086978431
w23aw,w23,176.33448443543114,811.6282640416754,1281.2861236984995
w24aw,w24,247.12846722393425,904.9759742662968,1505.9233473335344
w25aw,w25,204.5036086757559,817.3814612667746,1308.0371198481903
w26aw,w26,187.4178175353336,675.746454623061,1078.9384296928797
w27aw,w27,247.99811266843523,833.514450079839,1233.487853696313
w28aw,w28,220.01142791007763,852.7816699672072,1499.645024307978
w29aw,w29,213.63113715313477,712.5213332792574,1050.7903741941386
w30aw,w30,233.5309940737636,866.0045363698322,1253.154512374341
w31aw,w31,197.9650986798574,781.4885994519773,1271.965194859299
w32aw,w32,224.81735591835937,750.3748297099578,1205.504316838448
w33aw,w33,239.7532400355568,909.0761920768466,1408.5582719683632
w34aw,w34,216.6021055601566,798.4521802034185,1166.5401005979163
w35aw,w35,207.8184112439752,788.2635615101163,1207.3753118436396
w36aw,w36,212.1620671973672,831.5217444909102,1226.571522415258
w37aw,w37,196.4723250850965,780.995886277636,1081.4738280609283
w38aw,w38,224.0722034337805,832.0688967594465,1260.9789336218864
w39aw,w39,209.2651296324144,756.583438141794,1106.6429524223363
w40aw,w40,198.389707097798,708.6328062681719,1045.2882388194162
w41aw,w41,198.90815739780984,795.555006582512,1034.4013020825662
w42aw,w42,242.5409399948049,842.5170375248719,1254.1700528482772
w44aw,w44,224.129326385238,761.1418751787977,1087.2591308412143
w45aw,w45,204.08816157023887,792.94447907417,1103.1088036995552
w46aw,w46,162.66112570240242,806.3627250207635,1173.5337463605872
w47aw,w47,208.33420382792733,776.994021362819,1138.2203540692265
w48aw,w48,222.94415805641748,730.4127496643056,1159.296804161135
w49aw,w49,223.4103764951835,674.0536701150654,1058.3423606560382
w50aw,w50,245.826842084747,892.7487711912082,1138.470128192646
b01aw,b01,246.210578031974,873.4963858711944,1557.1461533303018
b02aw,b02,264.1155449288639,833.9479182798676,1301.3902045151744
b03aw,b03,207.0186465827437,1012.495534960538,1879.418965900077
b04aw,b04,244.52052083387036,922.2937297888408,1471.2545289681275
b05aw,b05,202.3793669024958,864.1348146320097,1935.2991532051683
b07aw,b07,302.71103374915924,963.2800888612742,1431.0236283960655
b08aw,b08,205.2056854362465,876.4694375836524,2882.5516041155474
b09aw,b09,237.2962946857301,974.3327345759964,1311.8705302130943
b10aw,b10,209.31907096428785,749.5651529750706,1331.203276373032
b11aw,b11,203.51327111478275,915.2982031475494,1711.8327092042853
b12aw,b12,252.3413294080063,953.1855468656488,1922.3147762226797
b13aw,b13,213.0462723040201,912.3696761137496,2662.1512085219806
b14aw,b14,205.2320838480761,932.1046767814502,1291.6009642496574
b15aw,b15,258.94688486396734,809.1722016271676,1359.458449649284
b16aw,b16,204.78595358780743,767.3906265237848,1599.112080535812
b17aw,b17,260.7706547678256,886.4475999488262,1277.6835621323166
b18aw,b18,246.48696693084847,1002.494353469285,1845.00734942188
b19aw,b19,225.76555312344345,968.2412013378035,1936.7629263569224
b21aw,b21,240.2404898692677,903.1256833610156,2579.301635078588
b22aw,b22,252.0909402916985,816.2825805936864,1949.0553050381504
b23aw,b23,274.43718523989475,1025.0479202799224,1115.8197679579694
b24aw,b24,209.21106716634108,890.3335628337991,1956.3146654585328
b25aw,b25,218.468831936262,806.179663090951,1382.460682362121
b26aw,b26,221.08890804364384,711.3183336490633,1303.838640936305
b27aw,b27,216.02892127279225,835.9485010527527,1292.9677531139575
b28aw,b28,187.04280951121203,778.8567129615789,1716.5407912838257
b29aw,b29,218.45483953571855,982.4127112111364,1729.630810030207
g01aw,g01,242.5175626674042,944.0190718505568,1431.2527271816698
g02aw,g02,219.36608363539452,833.0781439755262,1472.1134901902717
g04aw,g04,244.18281324459764,982.673998512348,1446.2507912934484
g05aw,g05,209.75503551009555,1012.1163444343522,1710.916762398258
g06aw,g06,225.00181191465853,1045.8530528555796,1219.9299606442016
g07aw,g07,233.09253420062984,787.957154363981,1473.817182772715
g08aw,g08,269.153456262418,855.4402912828239,1455.0692122192677
g09aw,g09,298.9969454612511,984.1867004451412,1470.094940733866
g10aw,g10,230.2129445707205,880.552217246864,1508.0728354694402
g11aw,g11,231.7650115849369,1003.9413755466768,1434.611795838617
g12aw,g12,238.0997646636077,968.8110924147824,1670.5115550913688
g13aw,g13,237.0750241257628,839.5840652686214,1350.6738109867208
g14aw,g14,210.1636467977016,934.885157216238,1154.4029017694388
g15aw,g15,238.5821798662429,1146.4594293579355,3236.038340828747
g17aw,g17,236.44238573580668,901.832598930315,1504.478225357498
g18aw,g18,214.7348853887499,892.6575008579225,1320.5043227963129
g19aw,g19,220.10456693697805,875.8126810230668,1290.747905689864
g20aw,g20,257.43144383682187,957.7357797995572,1236.5195698648713
g21aw,g21,218.36616756528448,819.237928892847,1403.0652711596804
m01eh,m01,170.32063115318869,609.4882880223074,1911.6354024144184
m02eh,m02,108.93233747390629,539.6875220967868,1874.2806916940715
m03eh,m03,94.23113417448708,554.0304630884392,1705.4364160485172
m04eh,m04,126.6546748825457,681.2210945054344,1589.7644488248852
m06eh,m06,121.11836112022932,560.2517952909492,1812.243096071875
m07eh,m07,104.32066709683396,577.2045622658172,1894.1243334286532
m08eh,m08,127.55254528384587,607.1236840074865,1755.286737323892
m09eh,m09,124.99835214035475,574.4117915900235,1727.3915132105865
m10eh,m10,155.58443774701394,609.1299425921983,1745.6766141602825
m11eh,m11,145.80251636521487,587.0889908414953,1718.8824149239974
m13eh,m13,102.58458125787222,599.4119077803088,1841.2109521480636
m14eh,m14,110.27427176465012,588.4696145095724,1818.338933750588
