File,group,f1,f2,vowel
m19ah,men,945.4374693443306,1618.1589200163455,ah
m20ah,men,967.3538030932323,1942.4972761856357,ah
m21ah,men,956.4574722983064,1707.5788205100778,ah
m22ah,men,909.4941267566578,1578.670184684776,ah
m23ah,men,913.0713825309283,1525.8356694518777,ah
m24ah,men,960.1819729571168,1514.2109463390516,ah
m25ah,men,778.9588146717243,1421.4118888964376,ah
m26ah,men,937.3122599753186,1828.9722262761168,ah
m27ah,men,858.9216913870558,1663.7409274556733,ah
m28ah,men,936.6151131500526,1369.1833667286758,ah
m29ah,men,1069.0939424651915,1832.8025979257197,ah
m30ah,men,776.2006115933281,1518.1633387331988,ah
m31ah,men,788.7863889166462,1591.352980076744,ah
m32ah,men,776.8516240550671,1388.5941328364797,ah
m33ah,men,933.0384287922656,1580.0154281056348,ah
m34ah,men,836.0866864357992,1599.1996313019342,ah
m35ah,men,946.1861852558643,1628.1211055187578,ah
m36ah,men,957.0644428370408,1827.4061941541793,ah
m37ah,men,878.7712187015338,1667.1358666565159,ah
m38ah,men,792.6024815716976,1497.1945100916319,ah
m39ah,men,1116.1481924479606,1709.5162924798385,ah
m40ah,men,740.8581195525613,1354.4787260310984,ah
m41ah,men,839.4704833792363,1600.2699687800603,ah
m42ah,men,938.2662346476092,1526.4839323785943,ah
m44ah,men,1119.1063666247471,1838.5953063447985,ah
m45ah,men,953.1386798612402,1451.3233620601814,ah
m47ah,men,790.0956865369874,1414.9246498532627,ah
m48ah,men,704.0837267524793,1349.6713065750694,ah
m49ah,men,944.8716107794321,1572.3997135616708,ah
m50ah,men,838.980771597145,1760.5761991904174,ah
w01ah,women,900.1808400189005,1322.6510607831096,ah
w02ah,women,874.6731791483418,1650.1653260902992,ah
w03ah,women,1129.0491251908975,1789.5962049935822,ah
w04ah,women,776.2415257669556,1421.7632264363742,ah
w05ah,women,853.6746081052656,1364.4518312864852,ah
w06ah,women,904.7054538839935,1588.5591557285745,ah
w07ah,women,902.9177153651315,1219.5701734897798,ah
w08ah,women,851.0716829542941,1725.8931590190741,ah
w09ah,women,976.177928164692,1586.0922951464022,ah
w10ah,women,903.150133221691,1590.5325788675123,ah
w11ah,women,988.3883440822477,1587.5529359327322,ah
w12ah,women,926.5044616005205,1711.4874719054012,ah
w13ah,women,1007.7382964260563,1712.8220498387939,ah
w14ah,women,870.0649060485412,1450.960289464776,ah
w15ah,women,940.5244073042446,1653.6064249201395,ah
w16ah,women,958.2454889263128,1667.4359626546118,ah
w17ah,women,970.8450256740881,1704.8165089017864,ah
w19ah,women,932.2113295174327,1657.205501620287,ah
w20ah,women,821.7774992890352,1374.9482956379177,ah
w21ah,women,796.5322034853383,1522.5607114319225,ah
w22ah,women,930.9085048581056,1412.3002630133417,ah
w23ah,women,900.7455963608103,1549.3096913864963,ah
w24ah,women,1050.2704849192937,1689.1233489729732,ah
w25ah,women,910.5035266539439,1301.5074620179796,ah
w26ah,women,836.8994614275607,1445.013975076578,ah
w27ah,women,1007.7911341213274,1993.3656265256868,ah
w28ah,women,876.2396692028242,1564.0497856034565,ah
w29ah,women,956.2026128927964,1484.4046544000344,ah
w30ah,women,1018.6958877688872,1742.6547708494256,ah
w31ah,women,893.0746014233601,1635.4005668617644,ah
w32ah,women,660.883547149555,1285.070028480504,ah
w33ah,women,985.3056762081027,1261.8351547617976,ah
w34ah,women,997.1096979066366,1634.6223782833968,ah
w35ah,women,1040.3609288623738,1584.6865462875226,ah
w36ah,women,930.460897441804,1627.6278003285006,ah
w37ah,women,810.4212171653837,1298.4524886671004,ah
w38ah,women,955.6148113414386,1633.1800573039516,ah
w39ah,women,958.1909669847785,1435.3800645263473,ah
w40ah,women,845.3691332109456,1502.4399422521678,ah
w41ah,women,895.9963246136858,1534.3786041006506,ah
w42ah,women,993.4925761932261,1792.9975444567947,ah
w44ah,women,978.4124937349511,1625.715977483873,ah
w45ah,women,1011.8634337966953,1565.4375618499262,ah
w46ah,women,940.3579161192666,1535.1953643641132,ah
w47ah,women,966.6830780507747,1546.0693839221556,ah
w48ah,women,880.7973432233849,1631.5525380882286,ah
w49ah,women,978.7191135655888,1157.6181180423773,ah
w50ah,women,942.3404697163181,1533.7979135184244,ah
b01ah,children,776.1258185991289,1432.344664661374,ah
b02ah,children,774.1422471219977,1268.258718928053,ah
b03ah,children,952.0850060655796,1422.1075133748268,ah
b04ah,children,841.436696184027,1635.186819932428,ah
b05ah,children,812.4088783453483,1516.6530765084633,ah
b07ah,children,852.7359671623343,1503.3283640987179,ah
b08ah,children,752.8302667988149,1760.755466375318,ah
b09ah,children,731.6248635531003,1175.6558655734912,ah
b10ah,children,954.913828093066,1532.5183569690694,ah
b11ah,children,736.7828835037392,1361.320374722958,ah
b12ah,children,741.7927864677755,1422.1746781683073,ah
b13ah,children,827.4226497794672,1396.642187900988,ah
b14ah,children,730.3947906635423,1151.3996523814135,ah
b15ah,children,678.9741345421663,1525.2743511888073,ah
b16ah,children,684.4306617397089,1283.355159001588,ah
b17ah,children,804.8999416959846,1351.4111153648594,ah
b18ah,children,985.495187147076,1607.3863702054243,ah
b19ah,children,744.0118978401388,1591.2165820171072,ah
b21ah,children,887.5717548070211,1606.4569637002598,ah
b22ah,children,947.1784757565465,1434.9902433750306,ah
b23ah,children,924.6055061222095,1379.1839530031282,ah
b24ah,children,865.89204952691,1211.6919533390046,ah
b25ah,children,684.5252218989043,1625.2038858828882,ah
b26ah,children,627.715356602863,1150.7594026092586,ah
b27ah,children,1042.1291861641337,1446.0636181848336,ah
b28ah,children,797.0672723166017,1567.4539976632655,ah
b29ah,children,872.3321198306766,1707.6640138700038,ah
g01ah,children,886.7846436523647,1570.4564940503471,ah
g02ah,children,899.5424439576652,1569.8029235731,ah
g04ah,children,825.1539048958577,1451.9689874332373,ah
g05ah,children,799.0667136063174,1512.4338890069666,ah
g06ah,children,817.0946031090186,1216.1587182650353,ah
g07ah,children,748.2390642012689,1577.5855307302759,ah
g08ah,children,723.8977831241139,1432.0175967571247,ah
g09ah,children,953.6757185150472,1386.0520203347703,ah
g10ah,children,808.5222263824813,1565.4216294027813,ah
g11ah,children,843.4360204835655,1162.6392564170612,ah
g12ah,children,833.2575544364131,1483.3298475605488,ah
g13ah,children,722.002312670641,1388.8457935713834,ah
g14ah,children,725.4401840314986,1121.961311839856,ah
g15ah,children,1214.624261128823,1474.3605340907486,ah
g17ah,children,862.8431059604811,1400.1752026561082,ah
g18ah,children,721.91458903273,1462.659726302487,ah
g19ah,children,845.7955607178787,1659.0705974837183,ah
g20ah,children,798.4365718259716,1215.514630315066,ah
g21ah,children,743.6127551604777,1217.964370512603,ah
m01aw,men,904.3956646771303,1369.180658323493,aw
m02aw,men,772.3564735423608,1101.220630914144,aw
m03aw,men,804.7927784969544,1172.2688394055867,aw
m04aw,men,748.7179531031375,1095.5158402386273,aw
m06aw,men,924.6989382325553,1138.8715860452855,aw
m07aw,men,714.9584159682073,1069.8979889568436,aw
m08aw,men,757.0291446387976,1248.9981493181485,aw
m09aw,men,711.5048480952386,1225.8175956348568,aw
m10aw,men,803.040332559278,1194.6914350692193,aw
m11aw,men,822.3910299955193,1315.4966315955112,aw
m13aw,men,803.2434440741309,1255.4826694786252,aw
m14aw,men,757.7960243765167,1195.770444925137,aw
m16aw,men,843.8159298865944,1449.2903649894238,aw
m17aw,men,671.604449792672,1032.1922964547648,aw
m18aw,men,782.9867988009429,1188.790941017822,aw
m19aw,men,780.0972195323063,1235.1400082141317,aw
m20aw,men,896.9020411793804,1425.8016999467636,aw
m21aw,men,790.684328741,1291.6293465529186,aw
m22aw,men,796.2118814014295,1304.7436195789069,aw
m23aw,men,777.8128217736869,1155.2981842099937,aw
m24aw,men,826.0858460890684,1323.6065425904862,aw
m25aw,men,692.9841904458339,1106.347683133979,aw
m26aw,men,865.3441070605784,1389.5255302665628,aw
m27aw,men,793.4469538308247,1253.242817194539,aw
m28aw,men,771.0148854939946,1230.2679555869197,aw
m29aw,men,908.3159825149235,1383.5667816403532,aw
m30aw,men,705.0911817416617,1195.2087111211388,aw
m31aw,men,700.5799983751898,1229.18288231571,aw
m32aw,men,671.0955639276268,1069.937167248364,aw
m33aw,men,743.0650203500987,1207.6288652670773,aw
m34aw,men,727.4722563252556,1186.454829886201,aw
m35aw,men,837.0474081189269,1360.6690234366579,aw
m36aw,men,857.9642158762888,1412.7043701656517,aw
m37aw,men,747.612853016336,1228.9595863189033,aw
m38aw,men,727.605535605638,1258.7481893807546,aw
m39aw,men,802.6597574271026,1161.7836769073153,aw
m40aw,men,624.9974838484824,1129.4834325270842,aw
m41aw,men,816.7995341617044,1294.5304137173723,aw
m42aw,men,764.5196159067292,1160.284226565073,aw
m44aw,men,946.0262082804232,1424.5354933901936,aw
m45aw,men,787.9270361438448,1184.7810035911473,aw
m47aw,men,703.192190732727,1188.4849991831034,aw
m48aw,men,617.1672077428609,1091.4241963599643,aw
m49aw,men,773.3636864993881,1130.4467236149649,aw
m50aw,men,812.7658833814157,1390.1810262924294,aw
w01aw,women,728.8978475921699,1107.1713338086354,aw
w02aw,women,748.6198655584423,1233.816967190847,aw
w03aw,women,869.0184504207848,1210.2055899861307,aw
w04aw,women,741.5706011452852,1204.6861368165405,aw
w05aw,women,803.1189461861451,1237.1336107078423,aw
w06aw,women,884.2339432762587,1390.5966876872533,aw
w07aw,women,771.7005204399261,1116.4826375425775,aw
w08aw,women,840.1465509651536,1449.798351411853,aw
w09aw,women,884.717050407997,1179.1632750948704,aw
w10aw,women,813.940209948544,1271.1501250478586,aw
w11aw,women,799.0995555166156,1223.8109309324689,aw
w12aw,women,825.6116015306396,1260.9666259231565,aw
w13aw,women,815.192092526001,1340.3006263917725,aw
w14aw,women,703.3954038845417,1068.6356619447233,aw
w15aw,women,781.4166023833712,1226.772081036261,aw
w16aw,women,852.9276283376436,1193.6884275836446,aw
w17aw,women,813.2182380920165,1229.0288230337922,aw
w19aw,women,806.9981163688394,1191.5854066220702,aw
w20aw,women,720.3344117049057,1163.3726729296015,aw
w21aw,women,735.9543203969492,1214.9069807910064,aw
w22aw,women,699.8584038428681,1077.1954152820106,aw
w23aw,women,800.7090260876878,1264.0483454055939,aw
w24aw,women,906.4151327493072,1508.3181759496592,aw
w25aw,women,803.4974082098353,1285.8187828378636,aw
w26aw,women,687.762939480582,1098.1246898854454,aw
w27aw,women,947.0905123941717,1401.5649558052996,aw
w28aw,women,840.5510078796084,1478.1369968847748,aw
w29aw,women,727.5434706602643,1072.9442615551468,aw
w30aw,women,925.8695835212219,1339.7824119067623,aw
w31aw,women,794.6149812746161,1293.3299349521662,aw
w32aw,women,701.803576002353,1127.4728401677746,aw
w33aw,women,931.4962264303656,1443.2967516708375,aw
w34aw,women,824.4677678562786,1204.548921902593,aw
w35aw,women,824.8160483722612,1263.3623856838863,aw
w36aw,women,824.8225831271541,1216.6896394611583,aw
w37aw,women,762.8865833716015,1056.3972079641844,aw
w38aw,women,813.5247279686455,1232.875724527305,aw
w39aw,women,775.486082950415,1134.2915601039688,aw
w40aw,women,746.1995973149328,1100.7021633569507,aw
w41aw,women,780.0824294924683,1014.2834551001602,aw
w42aw,women,954.697450693164,1421.161708144821,aw
w44aw,women,803.6048313262502,1147.9156763544704,aw
w45aw,women,867.945185284799,1207.4464231520894,aw
w46aw,women,804.3163119002548,1170.5555148756805,aw
w47aw,women,778.8113235027884,1140.8825242125417,aw
w48aw,women,792.0428912502551,1257.1149572717243,aw
w49aw,women,670.6311976159604,1052.9686822909835,aw
w50aw,women,959.3084216165807,1223.3497451661,aw
b01aw,children,710.984047580421,1267.4420783834983,aw
b02aw,children,619.495204889666,966.7330221897323,aw
b03aw,children,786.6207230317143,1460.1446177177024,aw
b04aw,children,737.9423020222101,1177.1748184994317,aw
b05aw,children,658.0169713730309,1473.6817287417782,aw
b07aw,children,848.5037142896061,1260.514857486187,aw
b08aw,children,651.2491411958835,2141.842232181537,aw
b09aw,children,719.7811888227442,969.1347691702274,aw
b10aw,children,605.0185605368918,1074.493240322756,aw
b11aw,children,747.878668080798,1398.7170106248584,aw
b12aw,children,718.6700544321958,1449.36111275142,aw
b13aw,children,721.8709267257058,2106.3058213040918,aw
b14aw,children,682.8482368587214,946.2107241091519,aw
b15aw,children,623.5099189000393,1047.5345371285418,aw
b16aw,children,584.8183908446406,1218.662466540036,aw
b17aw,children,729.4025403114363,1051.3262554800497,aw
b18aw,children,915.6191220157256,1685.1207226694683,aw
b19aw,children,751.1652022466651,1502.5480358309753,aw
b21aw,children,696.2390932376277,1988.4393331726221,aw
b22aw,children,639.6347131619605,1527.2694292559272,aw
b23aw,children,835.7733207153257,909.7841909004285,aw
b24aw,children,686.597394108205,1508.648676664829,aw
b25aw,children,598.6957348839194,1026.6611179467807,aw
b26aw,children,548.8269267867726,1005.9936887328347,aw
b27aw,children,673.705732604964,1042.025658577338,aw
b28aw,children,569.9231621018877,1256.0671807339404,aw
b29aw,children,770.1033661476417,1355.8400596780018,aw
g01aw,children,761.7057794116824,1154.8426367657044,aw
g02aw,children,700.0496234855503,1237.0418093287226,aw
g04aw,children,812.6130733889639,1195.9635669442437,aw
g05aw,children,821.6681490458047,1388.976491746005,aw
g06aw,children,824.8718759263156,962.1675936095926,aw
g07aw,children,679.0780020629236,1270.1665596159883,aw
g08aw,children,657.084506873061,1117.6740744155175,aw
g09aw,children,803.0824827582954,1199.5767615646312,aw
g10aw,children,743.3051015898022,1273.0173296005355,aw
g11aw,children,757.8883635392242,1083.0070487633225,aw
g12aw,children,782.7602983556259,1349.7059782940698,aw
g13aw,children,657.7556009843408,1058.158796755077,aw
g14aw,children,731.2240353958339,902.9206868766917,aw
g15aw,children,899.5703341055511,2539.160145481985,aw
g17aw,children,725.8451584109221,1210.887959811682,aw
g18aw,children,694.6211557072209,1027.5500266738334,aw
g19aw,children,697.3977593279927,1027.8050510000576,aw
g20aw,children,780.9479622631727,1008.2712359212546,aw
g21aw,children,642.1213064154003,1099.7270428148975,aw
m01eh,men,817.6165867575999,2564.4214065518877,eh
m02eh,men,661.7737345862603,2298.27387556843,eh
m03eh,men,683.8808376537274,2105.1464900879528,eh
m04eh,men,762.0909179510944,1778.4902110386827,eh
m06eh,men,661.2954692968688,2139.088457671956,eh
m07eh,men,634.467158946117,2082.0342788069383,eh
m08eh,men,706.951405659682,2043.9038353700935,eh
m09eh,men,659.6060877886324,1983.5908224553757,eh
m10eh,men,755.8199209978346,2166.0684664219807,eh
m11eh,men,686.1099953408897,2008.7966630146618,eh
m13eh,men,739.4909021065004,2271.4909902513427,eh
m14eh,men,678.4418707770092,2096.348286306215,eh
m16eh,men,723.6771410468002,2288.4344354607124,eh
m17eh,men,573.1810669359396,1886.8398456589125,eh
m18eh,men,743.6356051043676,2203.7156372739414,eh
m19eh,men,684.8456590067142,2182.6816728706926,eh
m20eh,men,777.9392130827958,2279.7832538626767,eh
m21eh,men,724.3998177451693,1986.1258685927235,eh
m22eh,men,720.0230392281054,2022.5688437212805,eh
m23eh,men,726.6150839809216,2053.778221966003,eh
m24eh,men,742.9810864414463,2234.2600980776183,eh
m25eh,men,644.9337847116418,1989.0903135077892,eh
m26eh,men,817.6804901169501,2233.637930727632,eh
m27eh,men,763.0564526403,2212.650361530451,eh
m28eh,men,787.4970590400552,2222.9701790520726,eh
m29eh,men,787.2188215314077,2345.742175194435,eh
m30eh,men,648.6736855746682,2009.2201534285546,eh
m31eh,men,642.9722676071589,1943.2714563674922,eh
m32eh,men,652.0311993401563,1965.8351484281181,eh
m33eh,men,671.250774617679,2017.4778168737382,eh
m34eh,men,637.6788028393262,2024.938046530005,eh
m35eh,men,666.5162411712707,2256.5337630182203,eh
m36eh,men,755.6811631650518,2432.8313673692937,eh
m37eh,men,726.2774084255939,2098.140210859258,eh
m38eh,men,686.5605675708048,2034.1187103667062,eh
m39eh,men,772.7308464183309,2258.2568710587284,eh
m40eh,men,613.2294767845503,1927.4880824185266,eh
m41eh,men,676.4463590495156,1920.1870857471445,eh
m42eh,men,695.5574874215603,2055.9056275082576,eh
m44eh,men,782.4850451683703,2395.4088985033545,eh
m45eh,men,795.6732018605728,2574.9041343476465,eh
m47eh,men,622.9628545239286,1882.3069251868046,eh
m48eh,men,591.592280160867,1845.5261696131702,eh
m49eh,men,663.7573289900636,2392.295396963341,eh
m50eh,men,694.8540619652201,2287.2140150377845,eh
w01eh,women,697.9128932089566,1823.8072427838254,eh
w02eh,women,724.6798730066654,2101.1996806974303,eh
w03eh,women,811.1431814872087,2259.4858313452023,eh
w04eh,women,677.6652171282224,1897.6301954457897,eh
w05eh,women,722.442882596281,1780.8078218949067,eh
w06eh,women,792.65352720202,2087.507344248903,eh
w07eh,women,735.0492657569845,2087.8056989700985,eh
w08eh,women,749.2201271431469,2112.7828712700075,eh
w09eh,women,752.3265131878383,2262.654730011571,eh
w10eh,women,733.0383143004965,2114.4217737592776,eh
w11eh,women,827.0014397563407,2115.2730036624116,eh
w12eh,women,698.2761365250827,2349.623532641426,eh
w13eh,women,750.5807633423543,2373.259723853504,eh
w14eh,women,801.2434736236245,2149.3934808693984,eh
w15eh,women,726.2341785933194,2025.7562610915766,eh
w16eh,women,740.8844418996479,2002.1586162119033,eh
w17eh,women,784.4370877866759,1999.4404593943254,eh
w19eh,women,764.1309007830054,2005.642225538248,eh
w20eh,women,729.5081771752656,2208.5804386614445,eh
w21eh,women,759.8446419671496,1925.950002321972,eh
w22eh,women,578.2720737900787,2041.2465799684628,eh
w23eh,women,750.659921816768,1851.875877396123,eh
w24eh,women,842.0774358404445,1690.562040551733,eh
w25eh,women,786.1261620614929,1994.8849939911468,eh
w26eh,women,626.9074664547813,2095.813544235884,eh
w27eh,women,851.995530700703,2309.9638780474465,eh
w28eh,women,688.683928141511,1990.0422035695183,eh
w29eh,women,610.787110382363,2435.919703270719,eh
w30eh,women,948.8548225857014,2207.866993721283,eh
w31eh,women,598.7272287326048,2169.2437876030067,eh
w32eh,women,687.4973276536945,1485.0986444793948,eh
w33eh,women,905.8382208460716,1692.9784182935744,eh
w34eh,women,830.5111057665227,2041.6826316739518,eh
w35eh,women,741.4560317000473,2130.9036731095753,eh
w36eh,women,765.8943012204178,2004.7628895438809,eh
w37eh,women,686.5136802652972,2107.7237785225116,eh
w38eh,women,703.6798819243253,2033.8156399301959,eh
w39eh,women,736.4917066566697,2066.337864795579,eh
w40eh,women,758.5152963288646,2202.876237266287,eh
w41eh,women,689.5597009178309,2234.5422687865116,eh
w42eh,women,704.8336235590165,2122.8059117280714,eh
w44eh,women,764.4431190699961,2059.8223349062923,eh
w45eh,women,837.926546835579,2160.4373772260365,eh
w46eh,women,695.5028228484236,1683.532336711534,eh
w47eh,women,755.8316647550864,1916.2216228168325,eh
w48eh,women,732.8740553048948,1988.7933834060927,eh
w49eh,women,732.0692651221533,2225.521212914964,eh
w50eh,women,886.248765655891,2104.070507793514,eh
b01eh,children,566.177430030916,1712.172769715944,eh
b02eh,children,494.12697660308686,1708.4987570355572,eh
b03eh,children,576.5975266715825,1824.0212749737373,eh
b04eh,children,580.8318543041391,1973.9476916942258,eh
b05eh,children,573.7344595873797,1690.973498376751,eh
b07eh,children,771.9351737888041,1868.9999716913474,eh
b08eh,children,452.0270400129738,1908.0933114834666,eh
b09eh,children,531.3050065904796,1679.4366200843042,eh
b10eh,children,527.2780620934152,2044.0317819535496,eh
b11eh,children,665.4703438818317,1793.3508626325904,eh
b12eh,children,554.7248241339867,1778.7423491090221,eh
b13eh,children,534.10249919026,1843.2596784276047,eh
b14eh,children,559.7576000411659,1644.1864508291899,eh
b15eh,children,561.350994006535,1719.2466473339014,eh
