file_id,talker_id,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12
m21ae,m21,-234.19598,169.80177,-83.999016,64.85468,-6.020585,-43.836136,-44.435688,-32.789368,-11.731536,7.3518405,-3.075138,-12.2569065,20.171919
m22ae,m22,-241.60797,183.9796,-68.11215,38.377502,-16.32094,-39.58682,-49.606506,-1.2760056,-1.2129697,-3.1459234,2.5714984,-4.4524183,6.6913385
m23ae,m23,-227.82657,163.89877,-82.17,71.330795,-29.666824,-29.903324,-51.744366,-8.804745,-0.75767624,-8.509308,-4.972692,-3.1879475,5.4153967
m24ae,m24,-281.6963,188.11902,-42.517193,34.53222,-14.454197,-24.200325,-67.17397,7.7384753,-6.4297085,-14.022028,2.960831,-8.971491,13.233483
m25ae,m25,-216.72774,184.94101,-73.16001,52.323364,-12.370799,-15.258471,-58.000957,-22.26122,-14.459429,-2.2030005,-4.8484106,-6.5085917,15.996135
m26ae,m26,-247.34937,185.67322,-63.532036,34.522655,9.217754,-52.92704,-61.329224,-3.850474,-26.923834,-6.023773,1.5747308,-11.455524,8.057976
m27ae,m27,-217.47287,156.13165,-82.53233,73.918335,-26.59449,-26.113922,-52.29961,-0.8871022,7.6312656,-8.293532,5.363489,-5.382284,18.312017
m28ae,m28,-215.64377,188.4097,-57.684334,30.26615,-9.043738,-32.680897,-40.444508,8.455877,-0.027069032,2.1899574,0.035004437,-10.887558,11.239485
m29ae,m29,-226.98495,195.708,-84.32547,53.922157,-2.9111457,-43.274834,-50.731045,-6.842355,-7.3682756,-6.795726,-1.3065815,-0.53965294,17.127232
m30ae,m30,-262.13855,187.75308,-78.48849,64.005356,3.3209038,-19.645596,-42.107414,-13.738215,-13.37563,13.47037,-8.012612,0.9604379,17.035873
m31ae,m31,-276.264,155.95335,-30.34696,51.290417,-16.519733,5.05955,-67.66085,14.62524,1.803105,-2.709608,23.569117,-7.4725575,15.660193
m32ae,m32,-222.34154,171.52174,-43.524788,32.604942,-29.760206,-16.258295,-61.575222,-10.109612,21.761549,-16.41225,6.610945,-2.005938,2.1750607
m33ae,m33,-238.08696,167.42029,-51.07633,49.139687,-14.81814,-33.742134,-50.86714,-7.2883244,-10.472462,-1.2220814,-7.575052,-0.13387008,17.13837
m34ae,m34,-210.62596,165.23584,-54.23235,62.294907,-21.756535,-15.351482,-49.649826,-31.984837,10.495721,-14.680407,0.4432431,-1.4847379,3.993359
m35ae,m35,-238.81358,168.69229,-73.21196,20.927666,-29.648497,-2.4683542,-70.838,4.2165203,-20.487337,-1.2661625,17.000586,-20.85475,17.10163
m36ae,m36,-282.9446,192.38235,-68.88609,35.30412,-4.7310615,-32.214592,-56.158516,4.697836,-24.870659,3.2987373,7.235525,-27.50144,27.018045
m37ae,m37,-237.71823,185.07176,-78.44488,42.354397,-23.181116,-12.9922495,-58.67391,-25.42352,-2.685142,-0.74060196,8.400819,-20.414425,10.065161
m38ae,m38,-269.79938,166.41554,-62.136158,49.50977,-12.373651,-38.468384,-52.2551,-17.25367,-2.1101997,-13.01533,-12.365697,8.651888,8.778549
m39ae,m39,-262.81116,175.0154,-49.26808,53.472023,-25.683996,-46.679848,-44.683933,-15.18101,-8.394906,-8.711294,2.2948718,-9.749467,18.837109
m40ae,m40,-195.59969,148.39261,-41.654243,48.509193,-43.12484,-4.701556,-81.207664,-4.6981144,7.690848,-19.77312,10.557386,4.149757,1.0354874
m41ae,m41,-228.5702,174.82668,-103.6236,51.62501,-10.306687,-39.04476,-31.181839,-27.207508,-2.1196563,-2.7135468,1.9430745,-3.1728277,-2.0079944
m42ae,m42,-271.15067,176.02394,-48.053543,47.112644,-28.46654,-19.720932,-49.637085,-28.573767,9.347296,-4.1717324,12.9332285,-7.580078,18.123743
m44ae,m44,-281.75214,189.00107,-76.48899,37.78564,5.62815,-41.39627,-52.339966,15.81751,-22.298899,6.5653677,7.4841743,-10.762285,27.503674
m45ae,m45,-282.10767,155.98042,-73.28841,75.39177,-36.411674,-70.23012,-23.806377,-6.5009437,-8.461176,-5.5812407,-1.9312931,-4.5064683,-7.5988083
m47ae,m47,-249.50647,157.59062,-63.208138,46.528465,-8.43044,-16.856535,-66.796486,-21.953465,-14.840093,-18.495787,14.341715,-19.651741,11.30323
m48ae,m48,-238.98474,170.81943,-32.394672,43.266693,-35.139732,-0.052293062,-69.82345,-32.54829,19.253407,-18.698383,9.021763,3.555263,3.8795881
m49ae,m49,-227.19829,178.2759,-74.19587,43.468784,-17.06144,-51.5283,-46.254616,-11.120911,-20.668396,10.98755,-2.5916333,-12.664376,13.29986
m50ae,m50,-273.8941,174.94728,-64.48883,65.64534,6.042437,-49.490086,-65.36028,-9.679852,-11.469797,0.8603425,9.883975,-2.97116,22.944767
w01ae,w01,-247.01967,161.9086,-71.1312,41.620598,-44.119236,-46.44204,-35.414616,1.6032962,-1.2295489,-13.789672,-0.6109138,-0.21671599,-9.57096
w02ae,w02,-280.9166,157.23987,-64.92808,58.820507,-51.387997,-49.803524,-40.173065,-9.333521,-3.1498554,-28.19801,14.527867,-13.125969,-7.9932494
w03ae,w03,-279.68134,176.65253,-69.73882,41.90786,-37.588882,-50.311054,-34.52586,6.457746,-8.097389,-9.908385,1.0966067,-7.5753937,-4.152404
w04ae,w04,-257.7062,151.28581,-83.84886,35.405773,-52.433342,-27.892511,-41.362442,9.827085,0.7140526,-15.570209,0.735572,-16.3645,-2.6548488
w05ae,w05,-251.74232,159.04454,-55.595837,37.887436,-44.108654,-22.362984,-56.86807,24.802467,-12.636609,-27.995424,10.278718,-26.239983,-6.3081493
w06ae,w06,-278.5834,135.945,-72.48303,56.679535,-32.305096,-52.064594,-47.838833,10.302903,-23.781778,3.9633198,-5.6686172,-12.8602705,8.707019
w07ae,w07,-261.98758,178.40804,-73.58808,31.74709,-36.818516,-53.185013,-38.910183,1.7187505,3.4904044,-22.430481,6.3738704,-9.644483,-9.865663
w08ae,w08,-275.8037,143.90436,-51.799603,76.34975,-62.985493,-33.803173,-26.753763,-23.014988,-0.69507116,-7.300667,2.6994376,0.4130106,-12.968187
w09ae,w09,-264.68176,160.85188,-79.64964,26.338787,-27.984291,-48.620792,-45.82195,11.095484,-21.91558,-1.4226854,2.0973542,-2.2974656,-2.437907
w10ae,w10,-236.04796,138.31895,-84.48273,61.211597,-36.285908,-42.622555,-51.662296,5.3213954,-31.510681,-13.470573,1.2606279,-3.3292668,15.31066
w11ae,w11,-231.14993,163.04874,-105.79562,5.6445436,-40.22805,-27.228386,-36.472878,13.152596,4.9702935,-9.3680725,-11.3937845,-19.105707,-7.1835737
w12ae,w12,-252.28949,137.27757,-59.192223,56.893055,-57.611816,-38.736996,-34.71314,-6.5819874,-0.27704835,-17.255247,11.928529,-11.177999,-11.726031
w13ae,w13,-270.66086,149.09973,-74.105225,63.692238,-38.04045,-45.7577,-39.487972,-1.0539012,-8.181176,-6.6689897,-2.2212467,-2.929684,-4.3590474
w14ae,w14,-259.6287,138.90402,-89.504074,51.95385,-58.16221,-46.832306,-25.07784,-3.4308403,16.367872,-18.808802,6.8378906,-3.4412239,-9.7471285
w15ae,w15,-260.1749,148.95042,-81.96825,67.6235,-27.562094,-50.582615,-33.499664,-11.146345,-6.7621284,-17.872252,4.5019627,1.7086061,-2.9228022
w16ae,w16,-264.45688,142.72441,-67.97094,71.12639,-63.49334,-22.272219,-35.241966,-0.4743565,-1.7961776,-22.180603,12.682522,-15.720136,-8.506935
w17ae,w17,-243.78183,149.71123,-74.13576,45.007797,-48.83402,-35.624035,-52.059635,6.437778,2.7293885,-11.861962,-6.618119,5.8435197,-3.449823
w19ae,w19,-230.72992,147.20462,-75.053024,30.301527,-52.284298,-38.780636,-42.05871,2.859763,-2.033097,-9.345488,5.748115,-11.63489,1.7393335
w20ae,w20,-260.17838,167.652,-42.496544,55.765903,-33.531227,-48.35983,-40.057217,6.1195784,-13.379258,-19.049988,3.4163198,-1.107442,-7.0206833
w21ae,w21,-296.72717,156.50783,-63.828926,44.792976,-15.217553,-47.463577,-49.557228,5.3414044,-20.060848,10.8779745,-4.2229586,-11.505476,10.516379
w22ae,w22,-307.42587,137.15347,-57.884056,92.29806,-61.691162,-35.67413,-40.402493,-10.345982,-3.7642412,-20.291506,10.806246,-9.712156,-5.44623
w23ae,w23,-245.42622,146.05675,-81.50686,45.40572,-54.836605,-36.188766,-41.812702,-6.357357,9.438946,-22.046768,8.105805,0.4767295,-11.115083
w24ae,w24,-234.25679,136.85533,-76.992546,39.193897,-65.604675,-37.487217,-36.201786,-4.6145434,1.4394459,-5.7305036,-0.39590055,-7.4885087,-5.8738556
w25ae,w25,-268.13794,165.89319,-38.556587,28.966993,-63.32482,-31.790234,-33.697247,-2.0874853,3.8213606,-14.305632,4.0745792,-8.909481,-5.267701
w26ae,w26,-238.448,172.35954,-110.160774,35.51926,-46.60551,-37.456005,-26.622551,-14.39447,9.321855,-10.37087,-6.329294,-13.337826,-14.630839
w27ae,w27,-271.73804,157.29422,-90.09456,52.25927,-43.174877,-59.82668,-21.065456,-9.238344,11.277588,-12.92333,-4.96525,2.0329814,-26.448765
w28ae,w28,-256.1007,126.39871,-71.43877,77.71207,-52.73163,-50.307846,-44.92297,-18.56959,15.901674,-19.236303,10.961509,6.4072895,-5.524941
w29ae,w29,-252.51836,132.59459,-65.037285,41.91101,-49.58991,-30.951752,-49.039673,13.841686,-4.9789104,-17.101084,16.85179,-12.92039,3.1970768
w30ae,w30,-247.60919,133.35243,-65.22582,46.156517,-53.125362,-16.559437,-57.27749,29.415968,-22.865654,-7.171735,7.449114,-19.72287,-0.5078117
w31ae,w31,-307.27188,164.55634,-70.262985,50.409798,-27.247217,-35.843315,-43.675564,-9.361201,6.5202103,-0.4837931,-0.59818053,-4.6326303,-4.685287
w32ae,w32,-274.64142,147.81953,-42.822292,24.502792,-43.15677,-25.575378,-57.722595,19.513874,-23.034277,-10.680671,10.467823,-14.014738,-0.25895596
w33ae,w33,-235.70082,129.28198,-61.95934,45.42077,-75.45923,-27.158928,-27.64178,4.2028017,-12.197334,-10.742258,4.4362326,-16.086287,-11.936735
w34ae,w34,-258.77985,133.96182,-47.76804,64.785164,-48.84789,-39.471222,-26.692942,-7.416139,-16.773573,-17.665892,-2.5364532,-7.4228454,-11.168321
w35ae,w35,-277.9315,152.6355,-84.221306,60.223347,-41.72351,-53.353386,-36.06333,-1.3471843,5.2874312,-15.813808,3.5262325,-6.6899676,-6.718992
w36ae,w36,-232.0367,149.10432,-76.34706,69.8581,-59.693016,-30.841482,-35.246708,1.4497954,11.644412,-23.150507,7.210361,-15.202508,-11.314088
w37ae,w37,-221.6805,151.58675,-87.99463,32.088085,-41.420536,1.0739901,-41.495556,19.165834,-7.813924,-12.687433,-16.448345,-30.368582,-1.616702
w38ae,w38,-269.18842,143.98027,-59.823067,46.94709,-55.62298,-38.665184,-41.22574,-3.9085822,0.62060213,-15.971555,21.007067,-12.825046,-0.6054605
w39ae,w39,-276.86154,146.6066,-79.0179,78.97574,-48.97646,-47.17161,-33.175694,-7.619252,-11.3234215,-18.947556,1.4813844,-3.5726094,3.8602946
w40ae,w40,-272.69348,177.02722,-51.900097,46.31721,-34.055027,-46.65235,-37.41814,-5.777989,10.776972,-10.502272,-8.877639,0.9790388,-18.301275
w41ae,w41,-271.29285,133.6181,-42.66176,68.41147,-58.139423,-43.944973,-25.876888,-10.797113,-8.049777,-12.017739,4.188157,-14.020452,-6.7955194
w42ae,w42,-290.5672,148.83572,-49.629288,71.829056,-28.985783,-47.8357,-33.224476,-13.704386,-11.206908,-7.3116293,-17.525015,0.49113685,-7.5513053
w44ae,w44,-264.49133,156.90094,-62.68426,30.309406,-30.601002,-41.431553,-52.369972,8.492642,-6.2596087,-11.664847,2.5652444,-10.386143,5.292797
w45ae,w45,-278.98853,178.00525,-79.70872,34.63651,-28.846716,-52.30006,-29.933802,-15.63515,6.2238035,-9.4317465,-6.1799603,5.2951894,-11.057814
w46ae,w46,-249.18246,168.58961,-24.004892,51.999035,-38.53758,-40.673393,-47.27123,16.111494,-22.178326,-7.354692,10.412981,-11.851088,1.9490559
w47ae,w47,-240.91302,168.9715,-100.64649,14.5154915,-47.407593,-27.554108,-43.382877,5.524296,15.024969,-20.976168,-0.41383016,-12.982397,-9.491813
w48ae,w48,-268.02942,119.64748,-68.46704,74.75199,-42.92924,-38.941162,-48.142654,-8.5843,-6.720627,-9.737378,8.17577,9.2819,-5.031893
w49ae,w49,-234.62163,158.2948,-83.024895,53.89669,-59.649815,-38.230545,-32.51794,3.5008917,-1.2760559,-20.682558,2.596586,-16.44489,-5.1743193
w50ae,w50,-249.22676,151.26381,-86.79014,64.73538,-47.311115,-50.769302,-25.67167,13.588622,-11.936898,-2.76571,-11.066678,-2.654791,-12.130519
b01ae,b01,-299.61197,145.76105,-55.165928,60.088833,-46.752415,-42.290344,-39.12631,6.65455,-14.884628,-17.892935,-6.189173,-2.699535,-7.3062415
b02ae,b02,-270.39343,125.674355,-72.93275,25.56533,-54.196102,-47.476696,-25.657509,23.359526,-2.6325548,-10.211597,-5.264234,-25.486336,-11.797088
b03ae,b03,-257.81793,132.13538,-35.42992,68.112595,-56.16329,-36.5802,-41.690895,-0.68927586,-31.726456,-2.356867,0.3501075,-2.1103446,-5.854092
b04ae,b04,-293.97247,139.22366,-37.216686,55.152836,-56.22099,-63.20728,-41.37433,-0.52478856,-1.8232588,-2.573309,13.061981,-12.122293,-8.325519
b05ae,b05,-293.91974,137.22723,-42.98506,60.915115,-66.29607,-42.415417,-42.737534,-1.1339444,4.6121063,-18.587746,14.28294,-14.584873,-21.733965
b07ae,b07,-320.08185,127.041275,-95.571945,38.284374,-55.63034,-25.179974,-37.94838,6.2951193,-0.94397604,-20.813097,5.521142,-20.791952,10.222945
b08ae,b08,-242.57062,129.89374,-67.653755,35.759377,-68.62289,-43.737522,-26.163477,21.095232,6.364178,-20.76376,-12.144021,-28.521318,-10.453553
b09ae,b09,-279.61328,144.36827,-47.20708,53.080887,-64.32901,-31.920258,-24.248686,2.46552,-9.135032,-10.200555,8.135097,-14.235661,-4.6752257
b10ae,b10,-242.49025,161.21898,-62.548084,64.0357,-57.729534,-39.578503,-31.810017,1.8115941,-22.830603,-26.123983,6.8137784,-1.8956715,-18.000616
b11ae,b11,-259.4339,142.5651,-71.56535,63.905663,-54.01402,-42.183422,-37.38867,-6.707498,-7.504514,-25.819218,12.272413,-9.491719,-8.829623
b12ae,b12,-283.7287,143.97362,-53.198486,49.03463,-66.94413,-61.56109,-37.16303,14.292597,2.6071827,-24.207737,6.0371003,-11.305018,-11.472434
b13ae,b13,-276.43683,127.22339,-50.53224,68.949135,-42.971104,-54.877213,-29.676292,-4.732024,-14.313387,-17.543589,16.21602,-5.027043,-10.415408
b14ae,b14,-263.15482,159.25194,-55.487514,49.794556,-58.157413,-28.608406,-42.489216,10.045568,-14.003559,-3.372196,-3.8071096,-11.175179,7.123495
b15ae,b15,-283.64282,113.94941,-43.256897,65.24828,-66.12663,-53.73054,-36.539074,3.250148,-10.266723,-18.094717,6.404356,-14.428338,-0.49753714
b16ae,b16,-237.7674,161.75616,-72.27872,45.690186,-55.1978,-39.39063,-40.21367,16.048162,7.633633,-25.387411,-5.960521,-22.4877,3.2903993
b17ae,b17,-300.09866,153.9589,-58.85504,44.56281,-45.912292,-47.963043,-28.89435,-15.65249,10.24817,-16.254457,2.0635014,-4.6162558,-12.822986
b18ae,b18,-302.20364,146.21486,-78.1334,38.395256,-54.458523,-45.610226,-34.630974,-0.51076436,0.08239805,-15.53487,7.070259,-12.116571,-11.759765
b19ae,b19,-288.72113,151.24278,-53.511658,63.129833,-61.528095,-43.386436,-18.199223,9.714937,-11.743794,-18.130795,5.0996513,-17.728302,-13.953977
b21ae,b21,-271.15482,166.43163,-69.54844,44.29091,-33.286755,-36.128788,-31.559328,-0.078836165,-1.3138644,-10.937133,-1.2419336,-11.724281,-14.82034
b22ae,b22,-251.26329,132.08542,-48.866062,72.97244,-60.5444,-47.308464,-41.558365,-2.4110398,-4.6940923,-25.559135,15.684104,-3.1579442,-5.9998217
b23ae,b23,-275.73413,112.145996,-66.338524,45.824142,-85.723335,-33.253426,-22.988594,15.767736,-1.4746368,-24.1609,13.738721,-21.321218,-7.350232
b24ae,b24,-307.62885,147.47,-31.344666,73.681816,-44.85361,-41.359833,-40.777405,-9.352918,-17.662907,-22.840399,6.411356,-13.467995,-12.494715
b25ae,b25,-315.5252,148.72125,-31.209938,61.310158,-48.825466,-61.507416,-45.073105,-9.433636,2.880352,-21.619198,5.77337,1.3215657,-7.1216574
b26ae,b26,-297.9663,140.5449,-21.74085,67.381,-69.780655,-40.776012,-35.133514,-15.688545,4.2566047,-21.453146,14.348511,-8.054452,-3.7508752
b27ae,b27,-279.6854,155.83751,-48.662228,59.542786,-52.43524,-33.676632,-38.157635,-10.630784,-4.9298005,-13.839681,-1.3872536,-11.457042,-15.145772
b28ae,b28,-293.01263,158.3224,-52.90544,51.282883,-43.436058,-42.592903,-34.248566,-3.8531437,-5.3711214,-11.09354,-6.9800987,-7.357424,2.015855
b29ae,b29,-232.80753,150.37088,-90.23161,52.209454,-57.257824,-15.886877,-24.28833,12.298414,3.4570343,-27.384558,3.8570876,-21.600521,-6.0419784
g01ae,g01,-252.67403,148.13403,-69.97292,40.16767,-48.917194,-47.256683,-30.745197,4.232865,-5.420728,-7.531863,-9.515999,-5.4651937,-12.054949
g02ae,g02,-260.02573,138.94385,-36.113354,54.084526,-76.0038,-37.06395,-33.112156,-4.205492,-0.16245073,-16.228245,9.851246,-19.504791,-11.642523
g04ae,g04,-260.24948,134.43382,-105.43307,41.244144,-70.81569,-27.09546,-17.842506,6.9427543,-7.0549307,-24.486664,-13.792263,-16.479614,1.9696088
g05ae,g05,-245.55476,126.64928,-57.088852,64.873245,-71.6892,-42.89705,-32.430336,-8.162165,-15.933178,-15.892097,5.6693215,-14.632214,0.65615445
g06ae,g06,-260.91687,151.40979,-95.48192,61.448982,-52.720375,-18.604753,-36.001324,9.768237,-2.1751206,-22.895979,-0.07948466,-18.603542,-11.850965
g07ae,g07,-258.78137,169.01964,-77.81422,40.9577,-41.223015,-44.34212,-39.714947,-0.2176644,2.7386296,-17.408638,5.621895,-9.467125,-3.566945
g08ae,g08,-289.35907,136.53676,-31.280245,47.32088,-78.267105,-53.29089,-30.205362,-10.020126,-15.018234,-5.4267874,-5.6050625,-5.719973,-13.105207
g09ae,g09,-241.46231,123.71135,-79.63225,48.626846,-66.64965,-28.574104,-28.193098,5.6172667,1.5026723,-18.486225,9.081171,-12.774036,-3.4772515
g10ae,g10,-230.57733,136.54779,-77.85665,46.95825,-68.83546,-25.733746,-19.27868,21.46753,-1.5297706,-29.646608,-3.4432435,-25.74578,-8.505347
g11ae,g11,-238.52055,154.04631,-69.90321,64.522385,-53.950317,-31.297865,-36.664375,3.3725202,-1.2622147,-20.530012,-5.7223153,-15.901554,-8.784069
g12ae,g12,-224.92436,121.42374,-67.05586,42.32256,-69.76636,-29.369627,-34.484024,6.8873243,-7.558686,-15.015805,1.3903222,-21.645947,-4.2741246
g13ae,g13,-259.11127,150.16211,-61.664124,34.96881,-64.490585,-55.398857,-33.40343,5.283389,4.8074274,-17.862835,-9.918088,-15.539233,-8.06709
g14ae,g14,-248.05751,166.45235,-56.095253,42.240063,-47.14119,-32.76018,-35.92425,4.443889,5.2792478,-14.5832405,3.4369636,-1.1694185,0.49956036
g15ae,g15,-250.47221,107.1207,-92.80216,66.52787,-73.63679,-7.1216183,-30.61944,15.966048,-11.23058,-24.505844,-7.198626,-23.621748,-5.2709265
g17ae,g17,-269.28568,139.4765,-59.539223,62.465805,-73.01895,-32.045425,-41.60538,1.5248662,7.8977146,-19.981823,5.870433,-14.686111,-3.6194265
g18ae,g18,-259.53018,151.1628,-45.085533,71.03283,-59.763294,-26.972391,-25.481213,-3.9679668,-10.819387,-26.399042,-7.80168,-6.1693335,-13.501955
g19ae,g19,-286.0065,131.88077,-35.476955,54.95633,-73.93526,-55.471645,-34.604427,6.2427163,-6.082944,-13.510749,14.756624,-22.091888,-5.1085587
g20ae,g20,-263.22284,165.40422,-62.250446,47.890953,-77.192635,-20.910566,-19.973782,7.3315606,-11.519134,-20.203562,-1.9942591,-15.530886,4.383356
g21ae,g21,-298.11865,140.27429,-38.103027,67.516914,-70.09603,-15.817736,-24.194508,-4.390519,-13.383558,-12.447854,0.33080882,-14.387184,-5.3736057
m01ah,m01,-241.09723,200.7872,-87.65191,-8.329189,-47.60953,-13.251028,-14.757797,19.478527,-35.19247,-9.780456,17.352434,-21.552366,1.9414985
m02ah,m02,-248.33884,205.32661,-65.72968,18.23624,-60.579807,-15.21999,-0.41418096,10.866432,-12.255132,-0.6194105,3.2893891,2.0472777,0.27876735
m03ah,m03,-226.62314,189.84074,-77.04172,21.543957,-80.33145,-17.124334,-1.1859353,13.026871,-13.7382765,-19.122717,23.435986,-11.1014385,-2.9622717
m04ah,m04,-271.7172,209.74976,-43.96461,-14.906687,-72.70503,10.746672,-12.185665,17.690365,-22.145123,-10.097174,4.2461405,-4.3280525,0.7934631
m06ah,m06,-205.89777,168.25052,-113.11392,13.014235,-70.11351,-16.224625,-2.0478292,6.841761,-9.845966,-23.474669,14.170876,-9.218786,-2.0156064
m07ah,m07,-241.18858,195.96585,-75.344574,9.639857,-59.36479,15.127753,-22.012276,0.20005406,2.1137598,-8.8326845,10.457016,0.7150174,2.5995765
m08ah,m08,-257.68384,206.30049,-96.08702,15.428177,-52.78598,-10.212625,-9.122309,-10.225626,-14.856398,-9.840063,8.179337,2.2184548,-2.754425
m09ah,m09,-244.33217,192.64955,-45.890743,-4.581575,-62.805527,30.296736,-52.40431,11.71588,0.7218931,-26.98371,34.295677,-18.360323,-14.782146
m10ah,m10,-258.22784,221.56891,-94.53711,2.6355002,-40.617443,-36.60622,2.0650873,-1.5331174,-24.674355,-2.793254,-5.6100435,-3.1950514,-8.115027
m11ah,m11,-242.7084,200.13727,-58.834606,-22.489725,-51.30453,20.71805,-49.474205,-1.7069541,2.2419386,-13.053794,19.696096,-16.08351,1.5277715
m13ah,m13,-256.88382,221.3966,-90.645996,7.240387,-44.59586,-6.001998,-6.1133213,4.3396473,-24.26789,5.2086306,8.678314,-10.209763,-7.7400336
m14ah,m14,-214.43826,187.4677,-65.05045,2.661837,-69.3471,15.970034,-32.28619,-2.4771562,4.1342306,-18.695007,21.442802,-1.8952106,-8.028646
m16ah,m16,-268.81796,238.18202,-75.89858,5.888722,-31.34869,-33.725975,-6.6961446,14.393222,-40.719837,-4.544338,15.454346,-7.1835737,12.461036
m17ah,m17,-253.34831,177.90242,-16.985933,8.1396675,-87.74908,-1.6090236,-30.228828,3.7035255,15.933147,-39.769917,3.4708033,3.7784636,1.600805
m18ah,m18,-294.73093,209.83858,-32.867355,-14.915219,-57.14532,-5.204724,-31.812904,9.956724,-24.202375,-1.8365188,22.955559,-18.837404,5.3581014
m19ah,m19,-210.35124,191.83089,-65.45192,-12.548044,-63.577732,22.078224,-43.61788,11.973141,-1.2009535,-32.393085,31.765333,-12.010239,-16.2199
m20ah,m20,-259.4981,202.68738,-89.262924,-10.766246,-30.701355,0.29367486,-39.730457,0.24633256,-9.863974,-8.801584,19.507404,-24.325537,-1.7816842
m21ah,m21,-227.1477,166.25125,-93.87358,29.15925,-64.59388,2.6040273,-14.58697,-6.036446,-3.9352367,-3.613726,12.889016,-7.3413644,2.5531948
m22ah,m22,-260.02255,224.65659,-75.074875,-10.193251,-45.570805,-1.6809641,-22.40883,3.7805648,-5.7552576,-12.48115,11.286713,-7.3846235,-11.35158
m23ah,m23,-240.82922,209.73804,-60.12387,4.764365,-80.468605,18.449738,-16.97041,2.4486709,-18.512257,-7.5201063,11.143549,-5.1783104,-5.3480444
m24ah,m24,-257.44446,200.77643,-77.86558,-16.351177,-55.50191,-11.291241,-11.14121,4.983024,-9.113556,-7.0163903,-1.9642917,-2.1208677,3.8285697
m25ah,m25,-243.46307,205.03613,-34.72662,-4.326121,-69.74618,5.20936,-23.872513,-10.086802,-10.938702,-13.285992,17.203974,3.7151785,6.720629
m26ah,m26,-271.4805,224.94266,-97.22604,-13.692963,-18.10624,-41.413445,-29.871922,3.8526866,-27.856554,-7.1602306,32.90127,-10.208956,-9.068133
m27ah,m27,-207.02216,178.89279,-57.73941,8.358117,-51.835716,16.138084,-36.63591,9.338921,-2.5812535,-6.152177,18.45043,-9.562297,-0.19429241
m28ah,m28,-241.52394,192.70668,-39.71263,-8.819811,-60.627827,2.367429,-16.210024,20.282127,-21.623339,-17.925604,14.509785,-23.42373,5.4103694
