file_id,talker_id,f1,f2
w24ae,w24,741.7915334055313,2259.815101516592
w25ae,w25,681.4960323445075,1098.9317089451129
w26ae,w26,752.289153752121,1944.241853833652
w27ae,w27,742.0729402765256,2395.9820315878424
w28ae,w28,660.3486736199468,2248.8938718385184
w29ae,w29,702.2059355852888,1611.4006255542306
w30ae,w30,737.8747419915097,2360.8002930431485
w31ae,w31,690.0572291897051,2135.8558789877065
w32ae,w32,656.4831822465128,2227.46774100838
w33ae,w33,717.8011834474983,1486.4656646066103
w34ae,w34,610.9347425046856,2553.4090490534186
w35ae,w35,679.5110997480792,2321.791625249149
w36ae,w36,748.7663963751198,2370.946770325153
w37ae,w37,854.0676019329813,1701.5643486706542
w38ae,w38,674.7044442506397,2254.812728798338
w39ae,w39,589.6208591878606,2374.295471054302
w40ae,w40,714.5144596116967,2350.486764459064
w41ae,w41,637.6106542756627,2611.713905241266
w42ae,w42,564.3526699273748,2024.182941180907
w44ae,w44,690.1660878678846,2190.239532490497
w45ae,w45,672.1781841541837,2119.938353170592
w46ae,w46,650.2998339633306,2184.5306940052646
w47ae,w47,837.2583528828377,2053.6026657554576
w48ae,w48,627.1838671865552,2269.5601453508043
w49ae,w49,736.6108627043415,2362.440089249279
w50ae,w50,756.1934255772018,2170.9756240156016
b01ae,b01,637.2113558502765,2461.4797344862227
b02ae,b02,825.5127306215932,2489.8228913709218
b03ae,b03,619.4831934495122,2771.826540674128
b04ae,b04,706.2443044935138,2669.4278056919907
b05ae,b05,717.2955168053103,2654.874592520655
b07ae,b07,779.3161917719442,2229.4673729883666
b08ae,b08,841.8775054477029,2523.7260378924125
b09ae,b09,682.4031562453279,2630.001502678745
b10ae,b10,668.2086995012796,2624.802432701767
b11ae,b11,653.6991134264827,2563.3145358564875
b12ae,b12,726.4675391883917,2532.809672583536
b13ae,b13,727.898566055263,2621.2234662311184
b14ae,b14,685.8553856047927,2561.88218798434
b15ae,b15,604.3310671932867,2640.318333290233
b16ae,b16,752.9630384306802,2258.020779287193
b17ae,b17,712.1851473361567,2347.1725725929064
b18ae,b18,725.8559812716123,2472.599528681158
b19ae,b19,715.8403825196343,2718.042284329627
b21ae,b21,757.7251374697336,2428.380157270539
b22ae,b22,664.7776683209524,2542.798554043909
b23ae,b23,789.3726085076825,2648.510819966738
b24ae,b24,549.3050595401292,2706.4160046776124
b25ae,b25,633.9751714736527,2471.465966076168
b26ae,b26,635.8725154506676,2575.45621850596
b27ae,b27,647.8396945734377,2582.079597194813
b28ae,b28,675.3099230299607,2467.698381314057
b29ae,b29,821.8986292715994,2451.577535422284
g01ae,g01,722.3714566981173,2424.94655498166
g02ae,g02,695.534608582764,2876.3737412617343
g04ae,g04,912.5077776326748,2513.46320467149
g05ae,g05,673.854435877728,2635.4345829696017
g06ae,g06,776.417226434858,2422.85560494095
g07ae,g07,702.3752956083844,2375.9101728787955
g08ae,g08,685.7171363778214,2801.268771459519
g09ae,g09,760.3667083420313,2370.0293427657302
g10ae,g10,921.1559949404008,2610.536608329948
g11ae,g11,689.5224545521415,2453.9602609335143
g12ae,g12,763.0346588826923,2552.4151280793394
g13ae,g13,749.2831405336792,2519.255976030081
g14ae,g14,711.827948372346,2365.734526082844
g15ae,g15,902.2098328340596,2566.4255033435825
g17ae,g17,722.7483263138892,2484.536162399077
g18ae,g18,591.3926663317807,2644.7634969619694
g19ae,g19,713.4316291683741,2720.29310409592
g20ae,g20,754.0572996369912,2718.7633213365
g21ae,g21,649.4724556070387,2859.6388482044435
m01ah,m01,780.5715128519798,1277.2770490018113
m02ah,m02,761.7970298505384,1168.142753231193
m03ah,m03,741.5081566692292,1142.524934871782
m04ah,m04,815.8263849902207,1221.025638153107
m06ah,m06,871.2165532570896,1269.8592704417565
m07ah,m07,748.616537772294,1311.0534463140837
m08ah,m08,742.9078326222342,1309.8873176808218
m09ah,m09,754.6452795134334,1425.470276330643
m10ah,m10,787.0076247921547,1278.4820926774153
m11ah,m11,808.9039891542639,1409.980655592418
m13ah,m13,810.2743302353831,1435.3782155985837
m14ah,m14,733.7110571166194,1333.4801804056085
m16ah,m16,669.8065007108584,1219.1404350066218
m17ah,m17,661.3943040471503,1034.1850507738225
m18ah,m18,713.7195717009542,1275.7958894843605
m19ah,m19,790.9469768263292,1353.7414660528457
m20ah,m20,746.6628403916825,1499.3382246000087
m21ah,m21,776.93507445633,1387.0746128054466
m22ah,m22,803.1466948077943,1394.0757875398854
m23ah,m23,793.5729702939509,1326.1416002668009
m24ah,m24,800.6851995449033,1262.683874379204
m25ah,m25,677.7448332853008,1236.7207938661636
m26ah,m26,702.1509679333076,1370.10329837863
m27ah,m27,722.1593947617913,1398.830828537528
m28ah,m28,785.9358316019378,1148.9140553437185
m29ah,m29,831.5289021359043,1425.5326604608722
m30ah,m30,681.0280399712177,1332.0162178322578
m31ah,m31,711.036442787526,1434.4947860055777
m32ah,m32,722.0391859921141,1290.6188856414192
m33ah,m33,814.4454514879669,1379.1890440859345
m34ah,m34,707.9402654514746,1354.091423605901
m35ah,m35,743.7427811649197,1279.7727740702285
m36ah,m36,731.013806595503,1395.7880978473502
m37ah,m37,708.813027741515,1344.7045102903269
m38ah,m38,691.9026800245489,1306.9765968891109
m39ah,m39,914.8463492389526,1401.1981112558287
m40ah,m40,744.5099634272699,1361.1552335951474
m41ah,m41,704.526194908502,1343.0276993093971
m42ah,m42,812.9074203497589,1322.535192946902
m44ah,m44,804.4175775850598,1321.588748484954
m45ah,m45,846.2889217740966,1288.6255790209636
m47ah,m47,672.1910114997838,1203.7777800680572
m48ah,m48,692.0748216163176,1326.651210995787
m49ah,m49,790.3721370451975,1315.2907841858157
m50ah,m50,693.2113558237517,1454.683415149642
w01ah,w01,968.3372592982304,1422.794450034864
w02ah,w02,902.8253840692512,1703.277498180344
w03ah,w03,1007.8203392856856,1597.4428519184758
w04ah,w04,815.9683611308579,1494.5268595946002
w05ah,w05,911.2277445376844,1456.440607403171
w06ah,w06,818.4701131531821,1437.139774451285
w07ah,w07,904.7471654197668,1222.0412100887463
w08ah,w08,848.957380369367,1721.6055526511177
w09ah,w09,919.4837255347632,1493.9756477849303
w10ah,w10,866.3611828519225,1525.7437669600974
w11ah,w11,905.5112889803836,1454.4355100381645
w12ah,w12,919.638044946139,1698.803468138646
w13ah,w13,903.2694098699866,1535.25946930579
w14ah,w14,909.4043011349496,1516.5644756411575
w15ah,w15,921.9552665499576,1620.9586273530929
w16ah,w16,997.444480145694,1735.645840409648
w17ah,w17,934.777350413859,1641.4812014167906
w19ah,w19,930.7855693356458,1654.6709072183164
w20ah,w20,802.2546417563516,1342.2838338903418
w21ah,w21,773.234970801249,1478.0283610577987
w22ah,w22,985.8457297641648,1495.646646443233
w23ah,w23,913.0290291462838,1570.4375675980673
w24ah,w24,1048.6029204411475,1686.4414473710526
w25ah,w25,926.2365945436818,1323.996891942738
w26ah,w26,822.2772869424006,1419.7669203813546
w27ah,w27,886.9357912043686,1754.3191830751955
w28ah,w28,888.9896286952338,1586.8079100201453
w29ah,w29,936.4591781782804,1453.7550347598958
w30ah,w30,952.8288602310791,1629.9778756556827
w31ah,w31,878.3217481665794,1608.3851030466308
w32ah,w32,706.6227589994462,1374.008678153552
w33ah,w33,961.5905107758632,1231.4642453415304
w34ah,w34,965.6464973343992,1583.0428461057709
w35ah,w35,994.2563710531788,1514.4596947633515
w36ah,w36,938.0180470908784,1640.8472992820778
w37ah,w37,829.6588910516688,1329.2749856658622
w38ah,w38,977.3979013339876,1670.4081409837654
w39ah,w39,934.834850213692,1400.3923579489592
w40ah,w40,802.8097352978513,1426.800867165568
w41ah,w41,913.7680006325916,1564.8122997457465
w42ah,w42,876.7535950677734,1582.3138297355936
w44ah,w44,926.712596974724,1539.8121805316066
w45ah,w45,924.4264926048824,1430.1652835333362
w46ah,w46,942.7504583928086,1539.1013449959823
w47ah,w47,964.4273902180496,1542.4617383793225
w48ah,w48,812.2610738230023,1504.598789701486
w49ah,w49,983.7138696437944,1163.52586016286
w50ah,w50,876.9581058876929,1427.3784860991211
b01ah,b01,953.5278602027672,1759.7411533513737
b02ah,b02,1042.1296409467304,1707.2960535323502
b03ah,b03,1225.4721866835575,1830.4596680041875
b04ah,b04,1051.6429086367905,2043.686270490619
b05ah,b05,1066.888585000301,1991.7308855955496
b07ah,b07,968.0848349745404,1706.6823111895314
b08ah,b08,1013.1801775975672,2369.674300840478
b09ah,b09,990.36494014993,1591.4280787165994
b10ah,b10,1183.054828925276,1898.656391068815
b11ah,b11,901.7185248931124,1666.064491569985
b12ah,b12,983.8536592274132,1886.256899098656
b13ah,b13,1045.7760619514786,1765.210279906743
b14ah,b14,997.0068948353334,1571.6889096270706
b15ah,b15,881.1519731147469,1979.4546444653504
b16ah,b16,898.1004745181691,1684.000939328164
b17ah,b17,978.2000775740494,1642.3786229862176
b18ah,b18,1079.0003580431253,1759.8974521490522
b19ah,b19,959.0206942757156,2051.0554141124253
b21ah,b21,1151.3126099606172,2083.813674387697
b22ah,b22,1208.7606794373223,1831.2913837938236
b23ah,b23,1133.9976135141026,1691.522818052279
b24ah,b24,1122.8308759984288,1571.24105499204
b25ah,b25,921.7542077107246,2188.434366296606
b26ah,b26,813.5632923093624,1491.4651973936964
b27ah,b27,1293.0962123607935,1794.3067062446198
b28ah,b28,1089.2717422401877,2142.081862116433
b29ah,b29,1112.8248500021664,2178.44890367885
g01ah,g01,1099.0354003597215,1946.343223285185
g02ah,g02,1070.4800409837355,1868.1082913326168
g04ah,g04,997.8393329687016,1755.8321633277358
g05ah,g05,984.2762946009154,1862.9894084588984
g06ah,g06,1035.992267494548,1541.9646921845529
g07ah,g07,868.2070719725202,1830.5258037865813
g08ah,g08,942.4226624998064,1864.3044194141944
g09ah,g09,1168.7404206305712,1698.6224875099963
g10ah,g10,957.8113181407396,1854.4679482874265
g11ah,g11,1117.26259344535,1540.0970782836157
g12ah,g12,1031.3108154211093,1835.8958841493209
g13ah,g13,921.5909920009856,1772.7751700675324
g14ah,g14,927.4903827964736,1434.4509023723983
g15ah,g15,1547.9806130808483,1879.0020885495428
g17ah,g17,1072.0468845187477,1739.6597984253194
g18ah,g18,927.7322862744072,1879.6637061210347
g19ah,g19,1062.1750180894226,2083.5098027686386
g20ah,g20,979.1833895336264,1490.6778794183783
g21ah,g21,948.7238117619372,1553.916056662552
m01aw,m01,674.177327474255,1020.6490290812154
m02aw,m02,629.8695907629082,898.0637981219959
m03aw,m03,651.9845142768332,949.6868638522592
m04aw,m04,669.2672113978908,979.2643924189762
m06aw,m06,783.4081198216319,964.8559234288152
m07aw,m07,650.431237784899,973.3364314879524
m08aw,m08,650.1300082503749,1072.62868658557
m09aw,m09,619.6073415416057,1067.491786850861
m10aw,m10,647.1857886800184,962.8250129982872
m11aw,m11,703.7016267884025,1125.6410708826295
m13aw,m13,651.0880442923414,1017.6612855595567
m14aw,m14,657.3001366071452,1037.1921355047375
m16aw,m16,632.8672602277277,1086.976898727865
m17aw,m17,633.7342342892166,973.9893695387572
m18aw,m18,650.9823961628052,988.3716768986808
m19aw,m19,652.6243748807722,1033.310279242185
m20aw,m20,692.2838608570092,1100.5209714515754
m21aw,m21,642.2767405911874,1049.196824321626
m22aw,m22,703.110577739168,1152.1795411403807
m23aw,m23,676.0164025694411,1004.0982875593274
m24aw,m24,688.8639124102642,1103.7409559035066
m25aw,m25,602.9413183044752,962.5944426563988
m26aw,m26,648.2388295912915,1040.908924065925
m27aw,m27,667.1099096691069,1053.694514214954
m28aw,m28,646.9767748784072,1032.3468575213085
m29aw,m29,706.4776646208721,1076.1222389084555
m30aw,m30,618.6375768460435,1048.6601449855789
m31aw,m31,631.524474727499,1108.0234604167829
m32aw,m32,623.7449722662543,994.4454479868036
m33aw,m33,648.6184355421569,1054.1343272167903
m34aw,m34,615.9730929898387,1004.6077288904636
m35aw,m35,657.9550377951366,1069.544006777141
m36aw,m36,655.3202264115898,1079.0353846681714
m37aw,m37,603.0212626990493,991.273435920895
m38aw,m38,635.1635678555449,1098.8247778149423
m39aw,m39,657.8968220632984,952.2512894035966
m40aw,m40,628.0782265343812,1135.0508914585594
m41aw,m41,685.4995847972135,1086.4355622109626
m42aw,m42,662.374543411916,1005.2622834112472
m44aw,m44,680.0069533087483,1023.9611041022
m45aw,m45,699.5980080799051,1051.963433289219
m47aw,m47,598.2559809168795,1011.1293446680664
m48aw,m48,606.6407573090203,1072.8087829660883
m49aw,m49,646.9081117882805,945.6031725011486
m50aw,m50,671.5511952837201,1148.6428613162138
w01aw,w01,784.0857221877344,1190.999860573915
w02aw,w02,772.7149222784685,1273.5285633884946
w03aw,w03,775.7097986330002,1080.262834532586
w04aw,w04,779.5230324498344,1266.3401017666897
w05aw,w05,857.2637149803131,1320.5388318614034
w06aw,w06,799.9499201648488,1258.0468299771828
w07aw,w07,773.2641042917614,1118.7448029508903
w08aw,w08,838.0593894956787,1446.1966425741523
w09aw,w09,833.3346883622925,1110.6801433591563
w10aw,w10,780.7851398375087,1219.3710496286983
w11aw,w11,732.0944979489652,1121.1935269895569
w12aw,w12,819.4929118904328,1251.6214769252758
w13aw,w13,730.6838322588943,1201.356106186347
w14aw,w14,735.1989503820647,1116.9532991881265
w15aw,w15,765.9887891711834,1202.5514406474751
w16aw,w16,887.8183771074987,1242.5186936608236
w17aw,w17,783.0065250466381,1183.3694115907908
w19aw,w19,805.7638621341357,1189.762949661759
w20aw,w20,703.2215239612391,1135.734584796656
w21aw,w21,714.4288893194296,1179.3729866886156
w22aw,w22,741.1602915511256,1140.7657086978431
w23aw,w23,811.6282640416754,1281.2861236984995
w24aw,w24,904.9759742662968,1505.9233473335344
w25aw,w25,817.3814612667746,1308.0371198481903
w26aw,w26,675.746454623061,1078.9384296928797
w27aw,w27,833.514450079839,1233.487853696313
w28aw,w28,852.7816699672072,1499.645024307978
w29aw,w29,712.5213332792574,1050.7903741941386
w30aw,w30,866.0045363698322,1253.154512374341
w31aw,w31,781.4885994519773,1271.965194859299
w32aw,w32,750.3748297099578,1205.504316838448
w33aw,w33,909.0761920768466,1408.5582719683632
w34aw,w34,798.4521802034185,1166.5401005979163
w35aw,w35,788.2635615101163,1207.3753118436396
w36aw,w36,831.5217444909102,1226.571522415258
w37aw,w37,780.995886277636,1081.4738280609283
w38aw,w38,832.0688967594465,1260.9789336218864
w39aw,w39,756.583438141794,1106.6429524223363
w40aw,w40,708.6328062681719,1045.2882388194162
w41aw,w41,795.555006582512,1034.4013020825662
w42aw,w42,842.5170375248719,1254.1700528482772
w44aw,w44,761.1418751787977,1087.2591308412143
w45aw,w45,792.94447907417,1103.1088036995552
w46aw,w46,806.3627250207635,1173.5337463605872
w47aw,w47,776.994021362819,1138.2203540692265
w48aw,w48,730.4127496643056,1159.296804161135
w49aw,w49,674.0536701150654,1058.3423606560382
w50aw,w50,892.7487711912082,1138.470128192646
b01aw,b01,873.4963858711944,1557.1461533303018
b02aw,b02,833.9479182798676,1301.3902045151744
b03aw,b03,1012.495534960538,1879.418965900077
b04aw,b04,922.2937297888408,1471.2545289681275
b05aw,b05,864.1348146320097,1935.2991532051683
b07aw,b07,963.2800888612742,1431.0236283960655
b08aw,b08,876.4694375836524,2882.5516041155474
b09aw,b09,974.3327345759964,1311.8705302130943
b10aw,b10,749.5651529750706,1331.203276373032
b11aw,b11,915.2982031475494,1711.8327092042853
b12aw,b12,953.1855468656488,1922.3147762226797
b13aw,b13,912.3696761137496,2662.1512085219806
b14aw,b14,932.1046767814502,1291.6009642496574
b15aw,b15,809.1722016271676,1359.458449649284
b16aw,b16,767.3906265237848,1599.112080535812
b17aw,b17,886.4475999488262,1277.6835621323166
b18aw,b18,1002.494353469285,1845.00734942188
b19aw,b19,968.2412013378035,1936.7629263569224
b21aw,b21,903.1256833610156,2579.301635078588
b22aw,b22,816.2825805936864,1949.0553050381504
b23aw,b23,1025.0479202799224,1115.8197679579694
b24aw,b24,890.3335628337991,1956.3146654585328
b25aw,b25,806.179663090951,1382.460682362121
b26aw,b26,711.3183336490633,1303.838640936305
b27aw,b27,835.9485010527527,1292.9677531139575
b28aw,b28,778.8567129615789,1716.5407912838257
b29aw,b29,982.4127112111364,1729.630810030207
g01aw,g01,944.0190718505568,1431.2527271816698
g02aw,g02,833.0781439755262,1472.1134901902717
g04aw,g04,982.673998512348,1446.2507912934484
g05aw,g05,1012.1163444343522,1710.916762398258
g06aw,g06,1045.8530528555796,1219.9299606442016
g07aw,g07,787.957154363981,1473.817182772715
g08aw,g08,855.4402912828239,1455.0692122192677
g09aw,g09,984.1867004451412,1470.094940733866
g10aw,g10,880.552217246864,1508.0728354694402
g11aw,g11,1003.9413755466768,1434.611795838617
g12aw,g12,968.8110924147824,1670.5115550913688
g13aw,g13,839.5840652686214,1350.6738109867208
g14aw,g14,934.885157216238,1154.4029017694388
g15aw,g15,1146.4594293579355,3236.038340828747
g17aw,g17,901.832598930315,1504.478225357498
g18aw,g18,892.6575008579225,1320.5043227963129
g19aw,g19,875.8126810230668,1290.747905689864
g20aw,g20,957.7357797995572,1236.5195698648713
g21aw,g21,819.237928892847,1403.0652711596804
m01eh,m01,609.4882880223074,1911.6354024144184
m02eh,m02,539.6875220967868,1874.2806916940715
m03eh,m03,554.0304630884392,1705.4364160485172
m04eh,m04,681.2210945054344,1589.7644488248852
m06eh,m06,560.2517952909492,1812.243096071875
m07eh,m07,577.2045622658172,1894.1243334286532
m08eh,m08,607.1236840074865,1755.286737323892
m09eh,m09,574.4117915900235,1727.3915132105865
m10eh,m10,609.1299425921983,1745.6766141602825
m11eh,m11,587.0889908414953,1718.8824149239974
m13eh,m13,599.4119077803088,1841.2109521480636
m14eh,m14,588.4696145095724,1818.338933750588
m16eh,m16,542.7624121830404,1716.3402349792689
m17eh,m17,540.8607174593013,1780.4453278774
m18eh,m18,618.265453292641,1832.18936540301
m19eh,m19,572.9375248472576,1826.017612490621
m20eh,m20,600.461072913659,1759.6761746978316
m21eh,m21,588.4335086886765,1613.3397399120963
m22eh,m22,635.8305206474853,1786.0692379056943
m23eh,m23,631.5191796470488,1784.989558442747
m24eh,m24,619.5637662549902,1863.1249521952748
m25eh,m25,561.1343400532113,1730.637945840397
m26eh,m26,612.5334876244082,1673.2428477082494
m27eh,m27,641.5583533790156,1860.3398446276212
m28eh,m28,660.8073554345585,1865.3467062085504
m29eh,m29,612.2896935505223,1824.4911304385437
m30eh,m30,569.1376199266311,1762.862902351106
m31eh,m31,579.5950847964428,1751.7249829878715
m32eh,m32,606.0257349473678,1827.1314191976387
m33eh,m33,585.9320723829065,1761.0481848615475
m34eh,m34,539.9422192444107,1714.5772100430636
m35eh,m35,523.9102521521801,1773.7319809270714
m36eh,m36,577.1955773639176,1858.2168964440184
m37eh,m37,585.8121862560126,1692.3507322905175
m38eh,m38,599.3333452091198,1775.6848103729924
m39eh,m39,633.3657112678573,1850.97110590732
m40eh,m40,616.2522125142186,1936.989072367324
m41eh,m41,567.7080836510723,1611.518365229686
m42eh,m42,602.6262290224911,1781.2225127849524
m44eh,m44,562.4529922292353,1721.8283095568215
m45eh,m45,706.4758049533334,2286.2495139175053
m47eh,m47,529.9991361104957,1601.413369993299
m48eh,m48,581.5020376203872,1814.0487360991024
m49eh,m49,555.2238977320204,2001.122272878498
m50eh,m50,574.1260618852907,1889.820103272585
w01eh,w01,750.7547685914642,1961.895241992121
w02eh,w02,748.0043978386796,2168.8288311057468
w03eh,w03,724.0487398964949,2016.879271548529
w04eh,w04,712.3470701585618,1994.7479607979585
w05eh,w05,771.148622923943,1900.8665357893208
w06eh,w06,717.098829586026,1888.528874144026
w07eh,w07,736.5385885341492,2092.035914176923
w08eh,w08,747.3588526074939,2107.534121516509
w09eh,w09,708.633093625761,2131.2448691207182
w10eh,w10,703.1787049487918,2028.292840335875
w11eh,w11,757.6567896475331,1937.9058803756689
w12eh,w12,693.1011426724785,2332.210239101333
w13eh,w13,672.7705452580858,2127.231760305199
w14eh,w14,837.4711542830345,2246.5768504689013
w15eh,w15,711.8958535289801,1985.760963942505
w16eh,w16,771.1918350136411,2084.061008577597
w17eh,w17,755.2946176743889,1925.1596346648316
w19eh,w19,762.9622093312792,2002.5747184896447
w20eh,w20,712.1773495190666,2156.1114902042737
w21eh,w21,737.6204590022822,1869.619190905076
w22eh,w22,612.3985887041746,2161.710000237187
w23eh,w23,760.8966420756718,1877.129836959111
w24eh,w24,840.7404293835184,1687.8778546706612
w25eh,w25,799.7100482470466,2029.3556578863463
w26eh,w26,615.9542387577351,2059.195822819377
w27eh,w27,749.823355792332,2032.9506486637447
w28eh,w28,698.7048076970626,2018.99884451546
w29eh,w29,598.1757294096423,2385.6234365769565
w30eh,w30,887.5035915863145,2065.1103203889074
w31eh,w31,588.8367504542466,2133.4096756198805
w32eh,w32,735.0784575689628,1587.8811116943905
w33eh,w33,884.0357449434839,1652.2303903135107
w34eh,w34,804.3048241978428,1977.258556489372
w35eh,w35,708.5977211578861,2036.4707038801985
w36eh,w36,772.1148504832717,2021.045457902044
w37eh,w37,702.8100530893098,2157.7566525820143
w38eh,w38,719.7201546492602,2080.176148983696
w39eh,w39,718.5395583957237,2015.970422269428
w40eh,w40,720.3284817748329,2091.9742860925835
w41eh,w41,703.2368012180904,2278.8633894881464
w42eh,w42,622.0131163414192,1873.36851762919
w44eh,w44,724.0494910367761,1950.9801004285364
w45eh,w45,765.5198052224197,1973.75009355544
w46eh,w46,697.2723830089844,1687.8157294659438
w47eh,w47,754.0679840530157,1911.7502527292247
w48eh,w48,675.8479367801613,1834.0421456151207
w49eh,w49,735.8052782038998,2236.878849085863
w50eh,w50,824.7582098526077,1958.0838841870277
b01eh,b01,695.5907668770951,2103.5306367612725
b02eh,b02,665.1805538631428,2299.9354483579987
b03eh,b03,742.1650665065555,2347.781265494932
b04eh,b04,725.9342306550817,2467.075778135763
b05eh,b05,753.4515710879376,2220.6555972536785
b07eh,b07,876.3541871174706,2121.818005616966
b08eh,b08,608.3507224366665,2567.965722767872
b09eh,b09,719.201707413199,2273.371546803201
b10eh,b10,653.2514654140928,2532.3768480198464
b11eh,b11,814.4420157966281,2194.808987389625
b12eh,b12,735.7419188279137,2359.1792760978806
b13eh,b13,675.0499378165482,2329.6882774163146
b14eh,b14,764.0829231141147,2244.355037612349
b15eh,b15,728.5042401686133,2231.185988536504
b16eh,b16,622.50051090184,2385.772568860767
b17eh,b17,735.5719609428525,2012.462392304001
b18eh,b18,742.7971658729826,2044.130156673056
b19eh,b19,638.5547843780485,2510.090695300089
b21eh,b21,692.557895995801,2167.7004266769045
b22eh,b22,718.2558773666107,2235.0287325523686
b23eh,b23,1022.5114106562472,2381.759701270464
b24eh,b24,709.181172962195,2272.077295653593
b25eh,b25,730.0988673985814,2330.806500562315
b26eh,b26,680.487084023922,2265.331636421782
b27eh,b27,731.6171923726943,2322.507114305628
b28eh,b28,735.1553488366802,2289.856017367418
b29eh,b29,827.244745568154,2360.6341483370684
g01eh,g01,713.2340039578578,2382.533081973781
g02eh,g02,906.1719149236668,2223.957439309633
g04eh,g04,767.0225182024076,2392.822494148289
g05eh,g05,790.4024688643605,2277.0657025738137
g06eh,g06,692.4639336725671,2245.931983616809
g07eh,g07,628.9204052873754,2333.892155693965
g08eh,g08,715.386716732711,2437.4213099524018
g09eh,g09,773.0407833580314,2403.707585322977
g10eh,g10,804.8352099573231,2424.054652700529
g11eh,g11,735.2538297726842,2220.915094124457
g12eh,g12,769.8738587667501,2347.7594287887578
g13eh,g13,767.2046025802197,2448.135169707764
g14eh,g14,597.4666279519063,2401.8181651623267
g15eh,g15,894.2642159106126,2647.617010060921
g17eh,g17,867.6528818432295,2261.677533666105
g18eh,g18,713.7006802836391,2476.3835791128963
g19eh,g19,803.6780885624257,2283.950030055244
g20eh,g20,850.6048859671264,2524.9019040241933
g21eh,g21,729.0614744627054,2432.9056645875376
m01ei,m01,496.5338118207927,2117.4092738156364
m02ei,m02,466.6001201004657,2051.01046594052
m03ei,m03,447.2328470521404,1997.3528819749704
m04ei,m04,504.69543195748406,1820.094705538212
m06ei,m06,500.0171595651936,2008.4482269301448
m07ei,m07,536.84534114475,2179.464548254145
m08ei,m08,538.9527042414219,1950.1301028276275
m09ei,m09,465.5537554043189,1941.79258247012
m10ei,m10,450.1186571892837,2041.915954978496
m11ei,m11,437.2985638450356,2082.365481545174
m13ei,m13,459.3351679537499,2075.4470886260624
m14ei,m14,519.1528359766571,2157.562258640583
m16ei,m16,485.4137732032238,1863.311862159877
